Sample_Nr,Hour,L1,L2,L3,W1,W2
60,17,47.43,114.43,113.79,3.75,9.13
60,18,56.08,134.65,118.83,3.11,9.39
60,19,59.08,83.79,131.68,0.72,28.98
60,20,51.78,112.21,122.49,5.76,3.19
60,21,64.59,120.51,120.02,1.0,28.98
60,22,52.72,116.48,125.85,6.52,0.11
60,23,47.52,106.3,107.0,0.44,2.44
61,0,58.27,136.51,115.08,3.21,11.13
61,1,59.37,113.96,152.74,6.26,25.93
61,2,54.95,121.37,124.6,2.49,7.24
61,3,46.95,105.09,128.11,2.77,1.43
61,4,63.27,109.42,121.38,3.53,15.29
61,5,55.28,95.5,121.03,2.48,27.14
61,6,56.26,116.08,118.81,9.59,16.68
61,7,48.42,98.98,134.06,9.59,1.61
61,8,56.71,100.19,110.26,0.33,5.91
61,9,66.53,110.9,118.89,3.78,14.27
61,10,68.21,125.82,139.36,0.11,28.77
61,11,50.23,107.31,122.54,1.47,3.39
61,12,51.53,114.27,126.51,0.56,1.83
61,13,59.89,105.86,131.86,6.15,13.16
61,14,53.76,116.22,117.39,5.91,9.77
61,15,51.25,118.39,112.78,0.44,24.56
61,16,52.25,106.13,121.61,2.03,3.6
61,17,60.97,100.99,123.72,1.92,9.0
61,18,46.19,125.66,133.95,3.56,16.4
61,19,65.42,111.03,141.15,0.06,9.07
61,20,64.21,117.3,117.07,0.48,28.77
61,21,60.12,112.53,130.4,8.67,4.39
61,22,51.64,113.63,112.36,9.59,2.64
61,23,50.46,119.16,143.67,3.33,28.77
62,0,56.64,120.0,111.89,0.38,6.93
62,1,46.38,122.35,118.26,9.18,1.52
62,2,47.16,107.02,122.22,9.18,4.45
62,3,62.13,97.22,97.64,9.18,26.78
62,4,59.31,114.43,124.57,2.13,27.55
62,5,55.25,111.85,124.42,2.43,19.14
62,6,68.21,114.06,130.93,3.15,15.95
62,7,65.28,124.17,118.39,4.45,12.89
62,8,56.64,103.54,118.15,3.08,6.89
62,9,50.31,119.99,113.68,1.55,8.47
62,10,59.09,118.57,119.54,1.69,0.35
62,11,66.69,118.36,118.2,9.18,2.99
62,12,51.26,105.11,98.76,1.03,7.31
62,13,48.86,87.8,141.11,0.26,8.2
62,14,54.84,113.51,130.23,3.82,1.08
62,15,52.56,120.84,136.29,0.07,19.24
62,16,48.84,122.93,127.98,6.67,4.54
62,17,50.29,114.54,131.55,9.18,18.03
62,18,45.65,125.45,139.46,2.02,10.56
62,19,54.51,103.57,104.47,0.95,4.29
62,20,49.58,120.28,142.86,0.12,1.63
62,21,56.32,98.65,123.86,0.58,27.55
62,22,44.3,122.47,121.42,3.06,5.36
62,23,60.22,115.91,136.67,3.46,27.55
63,0,53.18,105.77,133.07,3.42,26.86
63,1,61.15,99.47,135.49,8.95,0.44
63,2,47.56,130.09,100.14,0.5,2.86
63,3,59.49,115.52,121.59,4.49,0.78
63,4,57.83,108.54,118.71,6.66,3.72
63,5,58.03,112.9,118.6,5.73,5.85
63,6,63.09,109.6,123.0,8.95,19.17
63,7,48.29,105.85,113.41,7.89,20.25
63,8,63.39,116.45,111.92,0.51,0.04
63,9,47.44,103.76,106.5,0.51,26.86
63,10,49.58,110.28,117.75,1.99,6.66
63,11,50.16,102.58,122.81,3.08,5.19
63,12,58.6,110.83,112.62,4.18,11.12
63,13,58.35,115.62,134.48,5.3,26.86
63,14,52.71,103.17,121.41,1.7,10.3
63,15,57.15,121.58,117.35,1.56,18.96
63,16,55.3,104.12,96.97,3.84,7.72
63,17,60.31,109.4,127.18,6.77,17.32
63,18,56.45,116.5,122.26,7.34,7.74
63,19,52.15,95.72,96.98,5.21,11.79
63,20,55.54,112.45,119.59,3.75,7.37
63,21,49.35,117.63,122.54,1.99,10.48
63,22,59.05,111.94,114.29,3.03,5.87
63,23,50.23,148.51,104.21,0.87,19.8
64,0,54.27,130.62,117.18,2.65,6.88
64,1,57.62,109.64,110.68,0.82,9.56
64,2,57.81,105.19,107.58,0.4,28.29
64,3,49.29,115.06,111.69,9.43,24.36
64,4,58.92,140.31,133.34,2.6,16.82
64,5,51.39,102.17,102.01,3.06,4.27
64,6,55.86,109.72,117.99,3.48,28.29
64,7,48.17,117.14,116.08,4.58,12.51
64,8,58.91,119.55,118.38,4.95,16.85
64,9,59.18,117.49,137.24,0.38,17.6
64,10,56.85,127.83,118.84,3.79,5.26
64,11,47.65,100.83,122.33,0.67,4.85
64,12,51.85,91.68,117.54,2.08,4.43
64,13,58.81,123.0,105.9,9.43,28.29
64,14,57.79,114.27,117.26,0.04,2.58
64,15,54.78,127.96,114.83,6.34,16.06
64,16,53.49,115.14,125.49,0.75,3.65
64,17,54.33,114.45,121.86,7.79,4.96
64,18,38.09,101.49,125.04,8.37,15.81
64,19,65.84,105.35,116.48,4.64,10.68
64,20,69.29,106.73,108.9,9.43,16.76
64,21,61.57,101.86,119.35,0.95,14.49
64,22,56.15,121.25,115.01,4.43,22.61
64,23,49.87,130.21,118.5,9.43,3.64
65,0,59.3,100.2,119.34,3.91,2.19
65,1,60.32,135.04,108.59,0.56,4.98
65,2,49.93,111.95,127.5,2.95,7.78
65,3,55.72,111.86,116.11,0.64,26.95
65,4,57.81,108.62,121.33,8.98,1.0
65,5,53.66,109.81,113.58,3.07,9.72
65,6,54.54,115.97,112.02,8.98,12.77
65,7,64.43,97.18,108.02,8.98,10.95
65,8,52.59,111.96,114.71,8.98,2.35
65,9,62.38,119.05,124.65,8.18,0.31
65,10,58.93,116.79,121.94,6.53,26.95
65,11,54.8,116.74,108.87,2.02,14.89
65,12,67.28,108.5,118.71,3.99,17.29
65,13,54.71,100.6,107.08,3.0,14.34
65,14,63.62,107.0,132.25,0.71,6.66
65,15,59.99,114.59,134.95,3.66,0.25
65,16,54.27,105.89,130.03,0.16,3.6
65,17,56.25,135.7,105.24,5.58,26.95
65,18,51.24,109.73,111.79,0.89,26.95
65,19,61.52,97.44,137.64,0.51,3.81
65,20,51.42,110.76,129.21,1.0,7.91
65,21,69.16,120.14,107.36,3.76,12.5
65,22,61.29,99.57,120.54,3.91,0.87
65,23,69.73,115.25,137.83,6.26,22.43
66,0,50.51,118.35,112.25,0.2,7.63
66,1,64.5,107.71,101.31,8.84,6.09
66,2,51.62,92.84,142.54,4.85,24.52
66,3,52.22,111.42,113.96,8.24,11.98
66,4,53.84,105.63,95.22,2.92,19.22
66,5,67.97,110.24,100.93,1.74,26.51
66,6,50.76,94.93,123.51,2.07,12.31
66,7,56.74,117.67,126.59,8.57,21.35
66,8,60.95,123.81,113.15,8.84,15.65
66,9,52.21,101.2,94.55,2.8,23.89
66,10,54.73,102.75,139.56,8.84,17.74
66,11,63.46,126.43,101.66,1.23,4.29
66,12,63.97,108.71,123.73,4.15,10.14
66,13,55.1,93.1,117.74,5.65,7.13
66,14,60.46,116.58,111.38,8.84,1.29
66,15,56.71,126.58,123.31,3.1,5.73
66,16,49.37,103.56,102.37,1.15,0.08
66,17,56.62,112.61,122.72,3.35,18.9
66,18,49.5,104.7,117.55,1.18,3.2
66,19,46.34,95.78,110.46,2.08,12.78
66,20,62.63,111.36,94.9,0.08,9.33
66,21,58.41,109.35,124.92,1.53,6.06
66,22,64.34,132.11,115.77,2.04,8.45
66,23,62.03,111.77,126.55,7.78,10.1
67,0,48.21,120.7,131.22,6.39,12.74
67,1,65.69,108.05,131.2,5.47,1.84
67,2,54.74,99.75,120.28,7.14,9.36
67,3,59.86,107.93,134.06,1.13,1.2
67,4,48.72,125.51,131.81,0.55,10.95
67,5,53.5,107.58,115.84,4.35,27.38
67,6,49.42,104.62,130.22,3.11,2.56
67,7,52.57,122.93,107.81,9.13,21.18
67,8,53.68,118.89,109.2,1.76,9.04
67,9,50.25,132.91,124.24,1.75,0.24
67,10,55.78,113.63,106.02,9.13,27.38
67,11,42.65,136.2,113.44,2.56,10.81
67,12,50.43,105.51,120.18,1.74,21.31
67,13,55.97,104.53,129.66,0.95,19.59
67,14,57.62,101.03,105.91,9.13,5.72
67,15,57.84,103.38,98.66,3.85,27.38
67,16,54.02,103.76,109.95,6.73,6.42
67,17,56.49,102.72,129.06,2.85,6.66
67,18,65.43,105.32,110.01,9.13,9.36
67,19,50.75,100.75,111.87,1.64,6.84
67,20,48.09,122.59,158.43,1.87,8.04
67,21,63.43,107.84,124.74,9.13,27.38
67,22,58.85,101.0,125.52,4.12,7.87
67,23,52.54,110.56,146.52,4.65,14.01
68,0,55.36,134.06,118.47,0.54,9.82
68,1,61.66,110.36,110.02,7.63,10.67
68,2,55.76,121.28,119.75,2.57,9.07
68,3,52.37,115.04,120.76,2.72,7.17
68,4,48.9,106.89,116.67,2.55,9.4
68,5,54.39,113.82,127.66,2.43,11.02
68,6,52.99,100.81,107.4,9.18,27.55
68,7,62.88,114.27,124.14,2.87,12.37
68,8,62.6,101.35,97.81,3.05,4.05
68,9,58.51,122.35,98.33,9.18,0.86
68,10,44.85,104.05,108.93,7.61,9.69
68,11,51.25,120.26,116.58,4.14,10.93
68,12,57.02,126.11,117.8,1.46,8.15
68,13,52.76,119.37,123.36,0.76,4.43
68,14,55.97,131.8,124.11,9.18,3.16
68,15,60.45,120.71,109.36,9.18,3.74
68,16,56.11,117.72,102.07,9.18,10.27
68,17,52.27,110.66,112.78,2.62,27.55
68,18,55.37,114.7,117.43,2.46,18.59
68,19,51.92,117.64,108.48,5.94,5.95
68,20,49.81,109.08,114.12,1.22,13.57
68,21,66.91,122.19,114.27,5.26,4.38
68,22,62.96,100.14,124.28,1.91,12.31
68,23,53.25,105.46,146.65,8.02,22.16
69,0,56.67,102.9,138.59,5.46,20.99
69,1,51.2,117.01,121.93,7.66,26.31
69,2,55.58,112.83,125.32,7.17,22.98
69,3,46.58,121.84,132.11,1.53,0.86
69,4,53.0,98.61,113.54,0.74,16.21
69,5,58.93,90.25,122.21,4.93,8.68
69,6,53.82,113.38,130.42,7.21,21.51
69,7,53.63,113.73,121.19,8.77,10.36
69,8,55.86,116.55,122.56,1.33,11.05
69,9,60.33,127.07,124.57,0.58,13.68
69,10,58.42,109.81,131.87,1.6,18.88
69,11,62.05,113.52,131.7,2.16,26.31
69,12,49.55,133.04,136.93,0.44,11.35
69,13,53.38,94.93,125.26,8.77,2.26
69,14,56.98,113.36,133.36,8.77,26.07
69,15,50.93,135.65,123.33,2.12,12.45
69,16,62.59,103.39,131.55,4.31,9.98
69,17,43.76,119.13,129.31,8.77,8.98
69,18,62.02,111.21,116.2,4.49,3.68
69,19,54.92,114.4,130.98,1.34,15.43
69,20,63.86,134.97,122.72,1.61,12.41
69,21,57.78,131.46,128.42,4.3,10.44
69,22,65.24,120.74,110.2,3.04,24.48
69,23,66.0,110.63,144.33,3.82,0.54
70,0,56.67,118.15,103.38,3.1,26.83
70,1,52.68,106.43,135.47,0.99,5.11
70,2,48.35,117.38,102.47,4.29,23.21
70,3,41.08,114.26,127.03,2.19,4.29
70,4,58.35,106.98,126.91,0.68,26.83
70,5,67.81,120.54,121.28,1.56,1.83
70,6,55.68,122.29,126.46,6.0,8.73
70,7,59.09,115.21,99.94,3.23,17.77
70,8,53.11,109.66,127.77,0.02,26.83
70,9,52.61,100.93,107.25,1.76,6.34
70,10,59.17,97.87,113.5,3.98,26.83
70,11,57.06,120.75,116.52,2.51,0.3
70,12,57.42,120.32,102.37,0.88,18.35
70,13,46.25,102.4,116.08,1.38,0.89
70,14,44.65,109.75,115.59,1.19,2.59
70,15,59.55,118.95,127.87,3.03,18.24
70,16,50.72,116.07,119.53,2.61,1.57
70,17,65.18,104.51,127.66,0.01,10.98
70,18,49.55,108.58,124.76,2.29,10.35
70,19,45.44,104.23,120.61,0.56,1.61
70,20,62.41,99.88,121.73,1.73,2.62
70,21,60.46,111.46,123.88,0.48,26.83
70,22,61.31,117.03,110.58,6.33,1.19
70,23,54.2,118.65,122.12,2.43,2.65
71,0,55.96,110.57,115.86,5.99,4.57
71,1,62.04,116.59,122.75,2.36,10.77
71,2,43.54,110.73,98.42,0.32,22.98
71,3,64.02,109.43,123.69,1.94,15.68
71,4,59.78,109.23,118.59,8.26,26.99
71,5,63.29,95.74,124.05,8.17,26.99
71,6,48.15,119.75,121.81,6.06,0.66
71,7,50.54,110.23,126.35,2.04,6.64
71,8,56.33,108.73,110.2,3.41,21.1
71,9,56.73,96.27,120.05,2.88,14.64
71,10,65.7,111.91,121.12,4.51,7.8
71,11,57.59,108.95,136.93,1.88,11.34
71,12,49.63,114.69,122.3,2.93,10.08
71,13,51.53,114.41,118.03,5.97,26.99
71,14,55.19,98.01,106.8,1.92,20.73
71,15,53.71,124.66,120.47,3.42,15.88
71,16,55.13,107.18,122.72,0.31,26.99
71,17,65.79,109.29,91.36,4.14,11.13
71,18,56.92,95.52,134.65,2.95,6.26
71,19,57.98,112.57,127.3,3.89,0.63
71,20,55.85,116.66,135.4,7.22,8.94
71,21,51.44,130.18,115.37,1.17,5.07
71,22,49.91,106.54,132.0,7.29,3.56
71,23,52.56,83.45,119.68,6.78,6.55
72,0,62.78,108.75,123.67,8.18,24.08
72,1,49.09,107.27,114.88,8.95,26.84
72,2,58.59,89.46,103.51,5.26,26.84
72,3,61.48,101.55,127.29,4.67,26.84
72,4,54.2,111.1,114.16,2.55,16.77
72,5,59.32,86.33,130.96,2.17,9.6
72,6,48.98,108.14,100.21,6.34,15.09
72,7,54.45,91.04,120.19,3.19,14.23
72,8,50.73,115.99,119.58,2.29,3.2
72,9,54.45,104.61,128.65,5.75,8.47
72,10,51.06,110.1,110.73,4.45,7.44
72,11,62.11,119.99,108.22,3.79,5.35
72,12,46.79,110.33,127.78,2.94,0.63
72,13,60.9,105.4,92.62,3.42,21.7
72,14,51.13,98.62,111.2,1.97,15.58
72,15,54.98,127.64,113.1,1.65,19.78
72,16,51.17,99.88,109.53,1.24,4.01
72,17,49.68,113.68,122.28,8.95,11.39
72,18,56.62,108.28,101.9,3.98,2.72
72,19,56.32,112.34,116.46,5.2,26.84
72,20,51.24,113.01,109.74,3.14,7.59
72,21,59.64,122.83,105.15,0.51,0.18
72,22,55.7,89.65,115.12,6.23,4.71
72,23,47.97,97.83,103.83,5.92,4.87
73,0,53.68,110.35,113.6,8.64,6.63
73,1,50.92,129.43,119.96,3.33,1.82
73,2,61.63,110.9,123.05,8.64,0.54
73,3,61.84,119.93,130.6,8.64,5.67
73,4,58.71,128.73,129.64,1.82,6.46
73,5,53.18,126.27,145.79,6.53,21.84
73,6,47.93,112.65,118.88,3.0,1.58
73,7,58.32,119.6,135.66,2.36,5.3
73,8,51.54,96.34,111.66,8.64,15.12
73,9,54.52,126.87,103.82,5.02,7.07
73,10,58.71,121.57,105.91,8.64,8.7
73,11,45.84,121.43,127.06,1.42,2.6
73,12,62.84,93.35,133.79,0.27,9.5
73,13,50.32,114.43,96.61,0.12,9.03
73,14,51.26,94.24,122.52,1.78,7.58
73,15,51.76,127.35,107.95,5.8,3.87
73,16,63.67,113.4,127.45,1.41,9.44
73,17,51.67,119.12,113.88,5.0,0.34
73,18,53.77,103.61,116.91,1.77,25.92
73,19,52.27,106.92,132.91,8.64,1.61
73,20,57.02,102.36,111.51,5.81,8.11
73,21,60.01,105.47,117.62,2.3,6.4
73,22,44.87,98.02,111.31,1.08,25.92
73,23,55.17,103.12,114.44,5.49,4.93
74,0,61.58,114.53,124.88,6.39,3.44
74,1,59.34,110.95,134.64,0.81,3.79
74,2,56.25,109.89,141.02,8.82,14.04
74,3,61.19,117.61,113.59,2.15,2.23
74,4,61.58,113.81,142.75,3.26,0.32
74,5,57.25,105.74,117.86,2.72,0.05
74,6,64.55,104.27,117.12,6.62,5.71
74,7,54.85,87.97,131.63,6.58,5.6
74,8,57.22,123.75,107.18,8.82,3.54
74,9,53.41,106.7,130.35,2.62,9.2
74,10,62.32,124.34,79.35,5.87,1.42
74,11,47.92,94.8,106.52,2.82,9.48
74,12,50.29,126.25,114.79,1.35,4.6
74,13,55.57,103.45,113.71,2.72,7.06
74,14,56.25,109.36,118.87,4.23,13.52
74,15,54.4,126.42,138.57,3.07,6.96
74,16,53.01,131.62,116.67,3.4,23.88
74,17,56.04,125.95,99.8,0.74,2.23
74,18,52.27,110.13,136.38,0.19,4.83
74,19,59.83,124.65,121.29,5.59,3.06
74,20,49.91,137.01,116.27,4.63,11.58
74,21,48.16,100.39,113.89,0.74,10.72
74,22,63.78,122.82,108.01,5.03,3.46
74,23,54.65,105.33,123.95,7.92,26.47
75,0,60.95,116.1,121.45,1.47,13.57
75,1,55.18,100.55,109.08,1.24,3.98
75,2,54.33,112.69,93.06,0.73,17.18
75,3,50.55,100.61,124.77,0.88,1.87
75,4,47.89,117.92,107.07,9.07,17.72
75,5,48.26,107.62,121.99,9.07,5.93
75,6,63.66,110.61,93.28,1.79,12.85
75,7,51.75,96.09,105.75,1.83,7.27
75,8,50.08,93.68,97.93,5.45,27.21
75,9,57.2,99.04,113.53,1.43,2.56
75,10,59.55,113.69,147.31,9.07,16.7
75,11,51.39,125.8,102.89,2.11,25.62
75,12,58.42,85.8,101.67,1.05,27.21
75,13,51.85,127.75,132.18,0.82,27.21
75,14,52.64,112.97,123.38,3.85,6.0
75,15,47.43,119.91,121.07,0.11,14.56
75,16,49.51,88.31,135.47,8.77,1.78
75,17,57.32,100.44,104.5,3.71,5.29
75,18,60.4,103.17,111.89,9.07,15.72
75,19,64.23,114.02,110.6,4.84,13.4
75,20,55.58,90.48,135.7,1.38,15.63
75,21,49.44,101.22,116.3,4.53,20.99
75,22,51.2,116.2,127.4,1.93,1.81
75,23,64.15,104.23,108.77,0.74,0.64
76,0,54.19,103.96,123.44,0.63,9.55
76,1,56.03,114.29,124.51,5.31,8.59
76,2,63.16,105.17,84.53,0.03,26.09
76,3,45.93,117.73,134.25,2.49,1.13
76,4,56.55,99.32,114.87,1.42,12.69
76,5,50.73,117.02,102.04,7.0,17.58
76,6,61.75,121.88,108.32,4.4,0.83
76,7,53.56,102.37,134.46,1.29,14.9
76,8,56.45,123.8,117.72,6.66,10.61
76,9,65.38,106.68,124.82,3.55,8.78
76,10,40.74,122.56,123.2,8.7,25.39
76,11,57.64,101.39,124.52,0.38,14.57
76,12,62.02,112.3,127.65,8.23,22.85
76,13,58.34,107.39,126.4,2.04,6.1
76,14,55.72,95.57,107.1,0.87,16.47
76,15,66.13,112.06,126.89,2.43,10.68
76,16,45.03,106.68,134.33,1.99,10.32
76,17,48.95,133.89,139.51,2.93,13.72
76,18,63.86,135.38,120.13,4.42,2.24
76,19,52.68,110.54,110.07,2.26,19.92
76,20,57.32,132.25,115.24,5.53,5.68
76,21,58.97,111.33,110.46,4.95,16.38
76,22,53.22,103.43,113.47,6.0,23.56
76,23,47.01,114.85,109.99,0.49,26.09
77,0,63.49,101.06,107.62,5.33,24.54
77,1,54.02,114.84,103.78,0.83,8.93
77,2,62.86,103.16,114.83,8.18,20.63
77,3,52.1,132.13,123.83,8.18,10.85
77,4,56.84,101.78,113.22,8.18,24.28
77,5,58.4,118.53,107.45,4.15,16.94
77,6,52.79,120.29,117.78,6.34,10.12
77,7,48.3,124.6,111.25,2.58,19.29
77,8,52.6,122.44,133.08,2.02,20.94
77,9,61.85,110.36,84.02,4.42,24.54
77,10,49.83,87.88,135.62,0.38,16.1
77,11,48.85,127.07,103.22,2.3,24.54
77,12,57.46,109.92,123.81,1.71,10.03
77,13,56.3,117.1,126.88,4.79,8.07
77,14,51.56,91.05,113.58,3.55,24.54
77,15,56.16,103.51,123.36,5.42,1.68
77,16,52.45,118.18,104.49,6.13,24.54
77,17,55.29,103.95,89.17,1.99,20.88
77,18,51.83,122.26,121.08,8.18,13.26
77,19,59.86,105.97,97.09,6.64,3.06
77,20,51.27,106.05,113.78,0.29,1.81
77,21,60.95,106.38,109.2,8.18,3.38
77,22,51.04,107.14,112.05,2.6,17.14
77,23,63.42,119.5,93.69,5.73,9.58
78,0,50.63,123.97,106.66,2.01,24.71
78,1,45.71,105.97,118.05,4.42,2.56
78,2,45.45,117.39,126.4,9.74,22.05
78,3,59.12,88.93,110.15,2.07,22.72
78,4,58.56,121.82,112.41,3.11,0.04
78,5,47.62,104.65,125.5,9.74,5.21
78,6,57.25,130.51,130.81,3.03,29.21
78,7,60.19,84.31,124.76,2.07,5.19
78,8,50.73,131.2,107.96,9.74,9.19
78,9,53.63,116.59,126.68,2.5,4.22
78,10,64.93,107.95,126.95,4.39,14.57
78,11,62.67,99.29,119.82,2.92,22.79
78,12,60.96,108.26,126.54,9.74,29.21
78,13,51.39,111.61,120.38,9.43,4.89
78,14,48.06,120.63,127.21,5.95,21.8
78,15,59.42,101.59,103.2,2.49,12.46
78,16,58.68,130.6,137.92,2.69,21.72
78,17,55.82,117.71,112.8,1.02,6.31
78,18,52.3,111.99,150.2,1.11,18.64
78,19,53.01,125.19,122.68,5.96,29.21
78,20,46.79,105.28,113.73,9.74,4.29
78,21,58.2,136.8,131.02,4.56,24.56
78,22,56.73,118.44,113.74,1.73,1.5
78,23,51.65,124.85,107.77,9.74,29.21
79,0,54.1,107.38,115.24,2.1,3.99
79,1,51.6,130.81,126.05,3.6,27.47
79,2,56.23,125.88,117.77,0.52,12.48
79,3,54.0,117.29,130.32,0.37,23.58
79,4,56.23,111.06,142.54,0.09,1.73
79,5,50.59,123.3,116.02,1.96,1.62
79,6,55.06,113.31,124.6,0.25,7.14
79,7,55.64,104.91,118.1,1.55,19.16
79,8,54.32,115.61,103.63,1.66,9.82
79,9,53.03,100.83,118.09,0.19,3.66
79,10,60.9,115.24,124.82,9.16,25.25
79,11,52.87,91.96,108.84,7.01,25.78
79,12,47.95,90.31,109.45,2.31,18.33
79,13,59.47,115.45,136.0,7.12,6.47
79,14,49.05,122.45,110.25,1.21,27.47
79,15,54.97,121.38,147.04,9.16,27.47
79,16,58.63,106.03,110.13,3.28,23.97
79,17,62.11,105.5,113.74,0.56,15.17
79,18,59.14,108.39,129.04,5.08,27.47
79,19,59.23,101.79,131.68,1.11,5.1
79,20,51.46,113.54,126.5,3.83,0.14
79,21,50.48,109.52,106.95,3.56,15.11
79,22,44.28,112.82,121.27,1.77,1.63
79,23,57.34,117.79,122.18,0.06,22.43
80,0,53.22,113.8,114.43,5.6,6.61
80,1,57.22,113.95,129.4,1.73,16.61
80,2,58.29,121.14,109.51,0.33,19.27
80,3,53.3,105.12,115.41,0.6,1.27
80,4,62.1,92.05,140.97,4.04,10.52
80,5,63.29,116.88,128.51,7.3,14.45
80,6,52.95,128.71,137.03,4.61,19.59
80,7,51.88,122.27,118.89,0.81,17.01
80,8,51.15,102.77,129.06,7.59,15.42
80,9,55.94,92.19,108.39,7.74,8.08
80,10,62.58,128.67,112.89,5.83,24.68
80,11,56.46,134.33,118.26,2.02,9.05
80,12,52.94,108.84,123.33,0.06,16.51
80,13,49.12,122.15,131.65,1.51,24.33
80,14,57.93,99.89,122.59,0.73,0.44
80,15,54.08,119.29,97.26,4.09,1.28
80,16,53.9,128.33,125.43,4.92,1.98
80,17,49.93,122.74,118.15,2.44,7.88
80,18,59.6,101.45,130.27,9.22,11.24
80,19,53.96,99.47,128.58,0.9,22.76
80,20,51.79,109.71,127.2,5.92,27.65
80,21,67.01,116.41,103.11,1.91,1.31
80,22,64.93,106.01,121.43,3.78,13.96
80,23,55.88,83.8,123.35,2.65,11.77
81,0,52.78,114.68,127.69,8.74,8.46
81,1,45.31,96.53,125.77,6.85,8.12
81,2,49.67,100.85,117.66,0.61,19.82
81,3,52.1,133.91,114.99,0.63,26.22
81,4,59.76,132.15,139.42,4.88,7.17
81,5,58.15,117.88,106.21,3.12,21.77
81,6,62.44,111.59,125.71,2.28,15.55
81,7,49.91,114.88,116.04,5.56,6.72
81,8,50.32,102.57,122.36,8.74,19.11
81,9,52.89,110.33,97.86,1.37,7.39
81,10,61.0,100.18,113.39,7.87,4.5
81,11,48.72,112.06,100.0,0.43,4.63
81,12,50.34,100.85,118.86,8.74,14.24
81,13,41.88,111.52,115.9,6.43,26.22
81,14,50.25,108.73,122.26,8.74,8.21
81,15,60.13,105.61,96.2,1.79,4.92
81,16,70.27,118.89,100.53,1.79,22.93
81,17,51.96,116.47,134.27,8.74,20.23
81,18,58.48,111.14,79.83,4.2,2.35
81,19,54.39,98.91,128.79,1.11,26.22
81,20,54.86,121.11,101.03,0.41,8.53
81,21,61.93,121.49,131.91,4.59,15.21
81,22,59.42,134.83,129.08,8.74,2.26
81,23,56.27,122.82,128.4,2.82,2.74
82,0,53.46,105.74,120.34,1.6,8.61
82,1,53.68,105.5,112.98,0.41,22.97
82,2,64.2,124.02,110.21,9.54,20.85
82,3,54.89,117.07,130.94,2.82,28.63
82,4,51.79,104.67,114.72,2.71,19.07
82,5,50.18,127.14,108.39,2.4,28.63
82,6,58.24,118.0,120.83,7.97,28.63
82,7,51.61,111.7,118.46,9.54,15.55
82,8,56.65,104.79,106.74,2.8,1.65
82,9,57.87,95.19,119.22,1.47,4.73
82,10,45.68,106.11,111.59,1.53,13.64
82,11,57.22,98.7,114.25,4.65,14.23
82,12,61.44,107.3,113.25,6.72,12.29
82,13,56.19,113.21,115.28,1.46,11.93
82,14,49.65,101.95,120.73,3.54,8.97
82,15,61.32,131.87,126.24,1.69,4.02
82,16,57.68,109.96,125.72,9.44,28.63
82,17,49.01,115.03,116.37,4.56,19.7
82,18,61.97,111.15,106.73,3.89,2.77
82,19,60.67,117.87,138.15,5.46,17.09
82,20,56.99,103.31,130.13,2.87,5.33
82,21,45.31,123.86,131.08,0.69,0.06
82,22,53.99,107.82,112.44,3.77,28.63
82,23,61.34,113.11,121.86,1.64,28.63
83,0,56.67,113.47,142.12,9.2,25.26
83,1,57.58,127.55,113.65,2.32,6.23
83,2,55.59,94.72,135.66,4.7,15.73
83,3,56.03,110.87,118.79,0.76,3.72
83,4,57.02,122.67,117.47,1.86,27.59
83,5,53.57,125.21,120.67,9.2,15.54
83,6,54.16,111.64,135.3,0.34,9.01
83,7,52.22,111.0,134.5,7.61,27.59
83,8,50.76,130.01,116.86,1.35,27.59
83,9,63.77,96.35,98.03,5.57,27.59
83,10,61.34,116.3,134.88,2.06,27.59
83,11,71.25,113.34,113.8,9.2,27.59
83,12,56.57,139.07,141.61,9.13,6.19
83,13,53.86,99.36,109.52,3.47,4.61
83,14,54.44,112.03,107.56,9.2,11.77
83,15,60.83,111.99,118.38,5.48,6.44
83,16,62.33,101.03,117.02,1.48,2.26
83,17,50.47,116.65,129.37,9.2,21.77
83,18,58.9,90.85,93.36,9.2,27.59
83,19,59.24,104.31,111.38,4.67,20.1
83,20,56.93,99.77,112.06,1.05,11.33
83,21,57.98,112.47,116.98,7.1,27.59
83,22,52.16,128.34,122.31,6.83,3.35
83,23,56.44,88.3,137.25,0.47,6.46
84,0,56.33,97.92,132.95,0.34,12.56
84,1,58.87,120.64,106.12,1.64,0.35
84,2,53.11,96.44,117.43,0.71,25.03
84,3,51.0,110.47,121.17,3.77,9.34
84,4,50.29,109.78,126.83,4.75,27.82
84,5,46.84,103.01,127.96,5.75,27.82
84,6,63.56,101.04,98.31,5.53,5.31
84,7,50.4,107.0,133.67,7.48,10.07
84,8,55.27,94.77,112.64,5.64,5.14
84,9,56.53,112.77,135.82,4.2,0.93
84,10,54.61,111.96,119.53,1.13,13.0
84,11,53.05,116.9,123.92,4.72,11.4
84,12,57.64,119.3,140.55,0.75,12.21
84,13,56.42,103.84,105.63,9.27,27.27
84,14,57.97,99.6,126.02,2.44,4.41
84,15,52.3,111.41,98.36,8.68,5.5
84,16,54.51,101.67,129.38,5.66,16.85
84,17,50.15,111.53,122.1,8.93,2.02
84,18,52.48,104.01,129.19,2.82,1.4
84,19,51.94,106.02,143.31,0.62,8.49
84,20,48.95,107.81,136.21,2.5,6.17
84,21,44.85,99.58,110.34,0.46,12.53
84,22,61.69,111.04,123.53,0.92,21.6
