Sample_Number,Hour,Load_L1,Load_L2,Load_L3,Wind_W1,Wind_W2
120,8,70,150,70,10,10
120,9,70,70,150,10,10
120,10,70,70,20,10,10
120,11,70,20,20,10,10
120,12,20,20,20,10,10
120,13,70,70,70,10,10
120,14,20,150,150,10,10
120,15,70,150,150,10,10
120,16,70,70,20,10,10
120,17,70,20,150,10,10
120,18,150,150,70,10,10
120,19,70,150,150,10,10
120,20,70,20,20,10,10
120,21,150,20,150,10,10
120,22,20,70,70,10,10
120,23,20,150,70,10,10
121,0,150,70,20,10,10
121,1,150,70,70,10,10
121,2,20,70,70,10,10
121,3,20,20,20,10,10
121,4,150,20,70,10,10
121,5,20,70,70,10,10
121,6,70,20,20,10,10
121,7,150,70,150,10,10
121,8,20,150,20,10,10
121,9,70,150,150,10,10
121,10,150,70,150,10,10
121,11,150,150,20,10,10
121,12,70,150,150,10,10
121,13,20,70,70,10,10
121,14,150,150,70,10,10
121,15,20,150,20,10,10
121,16,150,150,20,10,10
121,17,150,150,70,10,10
121,18,150,20,20,10,10
121,19,150,150,150,10,10
121,20,70,150,70,10,10
121,21,20,70,70,10,10
121,22,150,70,70,10,10
121,23,20,150,150,10,10
122,0,150,70,150,10,10
122,1,150,70,20,10,10
122,2,150,150,150,10,10
122,3,70,70,70,10,10
122,4,150,150,70,10,10
122,5,70,150,70,10,10
122,6,70,20,150,10,10
122,7,70,150,20,10,10
122,8,70,20,150,10,10
122,9,20,70,20,10,10
122,10,20,20,150,10,10
122,11,150,70,150,10,10
122,12,20,20,150,10,10
122,13,70,20,20,10,10
122,14,20,70,20,10,10
122,15,70,20,20,10,10
122,16,20,20,150,10,10
122,17,70,20,70,10,10
122,18,70,150,20,10,10
122,19,150,20,20,10,10
122,20,150,70,70,10,10
122,21,70,150,150,10,10
122,22,70,20,70,10,10
122,23,70,70,70,10,10
123,0,150,70,150,10,10
123,1,150,70,150,10,10
123,2,20,20,150,10,10
123,3,150,150,70,10,10
123,4,150,70,70,10,10
123,5,20,70,150,10,10
123,6,150,70,70,10,10
123,7,70,150,70,10,10
123,8,20,20,150,10,10
123,9,150,20,70,10,10
123,10,150,150,20,10,10
123,11,70,20,70,10,10
123,12,150,70,150,10,10
123,13,150,150,150,10,10
123,14,150,150,150,10,10
123,15,150,20,150,10,10
123,16,150,20,70,10,10
123,17,20,20,150,10,10
123,18,70,20,70,10,10
123,19,20,20,20,10,10
123,20,20,150,70,10,10
123,21,70,70,70,10,10
123,22,150,70,150,10,10
123,23,20,150,20,10,10
124,0,20,20,70,10,10
124,1,150,20,20,10,10
124,2,70,20,20,10,10
124,3,150,150,150,10,10
124,4,20,20,70,10,10
124,5,20,150,150,10,10
124,6,20,20,20,10,10
124,7,150,20,20,10,10
124,8,70,20,70,10,10
124,9,150,70,20,10,10
124,10,20,150,20,10,10
124,11,150,20,20,10,10
124,12,150,150,70,10,10
124,13,150,70,20,10,10
124,14,70,150,150,10,10
124,15,70,20,20,10,10
124,16,150,150,20,10,10
124,17,20,70,70,10,10
124,18,20,70,150,10,10
124,19,70,150,70,10,10
124,20,150,20,150,10,10
124,21,20,20,70,10,10
124,22,150,20,20,10,10
124,23,150,70,70,10,10
125,0,70,70,150,10,10
125,1,20,20,70,10,10
125,2,20,70,70,10,10
125,3,150,70,20,10,10
125,4,20,150,150,10,10
125,5,70,20,70,10,10
125,6,20,150,20,10,10
125,7,150,150,20,10,10
125,8,70,20,20,10,10
125,9,150,70,150,10,10
125,10,150,20,70,10,10
125,11,150,20,20,10,10
125,12,20,70,70,10,10
125,13,20,150,150,10,10
125,14,70,70,20,10,10
125,15,150,150,70,10,10
125,16,70,150,150,10,10
125,17,70,150,70,10,10
125,18,150,70,70,10,10
125,19,70,150,150,10,10
125,20,150,70,70,10,10
125,21,70,150,70,10,10
125,22,70,20,70,10,10
125,23,70,70,70,10,10
126,0,150,20,20,10,10
126,1,150,20,20,10,10
126,2,150,150,70,10,10
126,3,150,20,20,10,10
126,4,70,70,20,10,10
126,5,20,70,20,10,10
126,6,70,20,150,10,10
126,7,20,70,70,10,10
126,8,20,150,20,10,10
126,9,150,70,20,10,10
126,10,20,150,70,10,10
126,11,20,150,20,10,10
126,12,20,20,20,10,10
126,13,70,150,20,10,10
126,14,70,70,70,10,10
126,15,70,150,20,10,10
126,16,70,150,70,10,10
126,17,20,20,150,10,10
126,18,70,150,150,10,10
126,19,20,20,20,10,10
126,20,150,70,150,10,10
126,21,150,20,70,10,10
126,22,20,70,70,10,10
126,23,150,150,70,10,10
127,0,20,20,150,10,10
127,1,150,70,20,10,10
127,2,150,70,150,10,10
127,3,20,150,150,10,10
127,4,20,20,70,10,10
127,5,20,20,150,10,10
127,6,20,20,150,10,10
127,7,150,150,20,10,10
127,8,150,20,20,10,10
127,9,20,20,150,10,10
127,10,70,20,20,10,10
127,11,70,20,20,10,10
127,12,150,20,70,10,10
127,13,70,20,70,10,10
127,14,70,70,70,10,10
127,15,20,150,70,10,10
127,16,70,150,70,10,10
127,17,150,70,70,10,10
127,18,20,150,70,10,10
127,19,150,150,70,10,10
127,20,70,70,70,10,10
127,21,70,70,70,10,10
127,22,150,70,70,10,10
127,23,70,20,20,10,10
128,0,70,70,20,10,10
128,1,70,150,20,10,10
128,2,70,150,70,10,10
128,3,20,150,20,10,10
128,4,150,150,150,10,10
128,5,150,150,20,10,10
128,6,20,20,70,10,10
128,7,70,70,150,10,10
128,8,20,20,20,10,10
128,9,20,20,150,10,10
128,10,150,150,70,10,10
128,11,20,150,150,10,10
128,12,70,150,20,10,10
128,13,70,150,20,10,10
128,14,20,70,20,10,10
128,15,20,150,70,10,10
128,16,70,70,70,10,10
128,17,20,70,70,10,10
128,18,150,70,20,10,10
128,19,70,150,150,10,10
128,20,70,150,150,10,10
128,21,20,150,20,10,10
128,22,150,70,150,10,10
128,23,70,150,70,10,10
129,0,70,20,150,10,10
129,1,70,150,20,10,10
129,2,150,20,20,10,10
129,3,150,20,20,10,10
129,4,70,70,20,10,10
129,5,70,20,150,10,10
129,6,70,20,150,10,10
129,7,20,70,20,10,10
129,8,150,150,70,10,10
129,9,20,20,70,10,10
129,10,20,150,20,10,10
129,11,20,70,150,10,10
129,12,70,70,70,10,10
129,13,70,70,150,10,10
129,14,20,70,150,10,10
129,15,20,20,20,10,10
129,16,70,150,150,10,10
129,17,150,20,70,10,10
129,18,20,150,20,10,10
129,19,150,150,20,10,10
129,20,20,150,150,10,10
129,21,20,150,150,10,10
129,22,20,150,150,10,10
129,23,70,150,70,10,10
130,0,20,20,70,10,10
130,1,150,70,20,10,10
130,2,70,150,150,10,10
130,3,150,150,150,10,10
130,4,20,20,150,10,10
130,5,20,150,20,10,10
130,6,20,150,20,10,10
130,7,150,150,20,10,10
130,8,150,20,20,10,10
130,9,150,70,70,10,10
130,10,20,150,150,10,10
130,11,70,150,20,10,10
130,12,70,150,70,10,10
130,13,70,150,150,10,10
130,14,70,70,70,10,10
130,15,70,70,70,10,10
130,16,70,70,20,10,10
130,17,70,150,150,10,10
130,18,70,20,20,10,10
130,19,20,70,150,10,10
130,20,70,150,20,10,10
130,21,70,20,70,10,10
130,22,20,20,150,10,10
130,23,150,150,70,10,10
131,0,70,20,20,10,10
131,1,150,20,70,10,10
131,2,150,70,150,10,10
131,3,150,150,150,10,10
131,4,70,150,70,10,10
131,5,20,20,20,10,10
131,6,20,70,20,10,10
131,7,20,70,20,10,10
131,8,150,20,70,10,10
131,9,70,20,20,10,10
131,10,70,20,150,10,10
131,11,20,20,20,10,10
131,12,150,150,150,10,10
131,13,20,150,150,10,10
131,14,20,70,70,10,10
131,15,20,20,150,10,10
131,16,20,150,150,10,10
131,17,70,20,150,10,10
131,18,20,150,150,10,10
131,19,70,150,70,10,10
131,20,70,150,20,10,10
131,21,20,20,70,10,10
131,22,70,70,150,10,10
131,23,70,20,150,10,10
132,0,150,70,150,10,10
132,1,70,70,70,10,10
132,2,150,150,70,10,10
132,3,150,70,70,10,10
132,4,20,70,20,10,10
132,5,20,70,150,10,10
132,6,70,20,20,10,10
132,7,150,70,20,10,10
132,8,150,20,150,10,10
132,9,150,150,70,10,10
132,10,70,20,150,10,10
132,11,20,150,70,10,10
132,12,150,70,150,10,10
132,13,70,70,70,10,10
132,14,150,70,70,10,10
132,15,150,70,70,10,10
132,16,70,150,20,10,10
132,17,20,150,150,10,10
132,18,70,70,20,10,10
132,19,20,70,20,10,10
132,20,20,20,20,10,10
132,21,70,150,70,10,10
132,22,20,150,150,10,10
132,23,20,150,70,10,10
133,0,150,70,70,10,10
133,1,150,150,150,10,10
133,2,70,150,150,10,10
133,3,150,20,70,10,10
133,4,20,70,20,10,10
133,5,150,70,70,10,10
133,6,20,20,150,10,10
133,7,20,150,20,10,10
133,8,70,20,150,10,10
133,9,70,70,70,10,10
133,10,70,70,150,10,10
133,11,150,70,20,10,10
133,12,150,150,70,10,10
133,13,20,20,150,10,10
133,14,20,150,150,10,10
133,15,20,150,70,10,10
133,16,70,70,150,10,10
133,17,20,150,20,10,10
133,18,70,70,150,10,10
133,19,150,150,150,10,10
133,20,150,20,70,10,10
133,21,70,20,20,10,10
133,22,20,70,70,10,10
133,23,150,70,150,10,10
134,0,20,20,150,10,10
134,1,150,20,150,10,10
134,2,150,150,20,10,10
134,3,70,70,20,10,10
134,4,70,70,70,10,10
134,5,70,70,20,10,10
134,6,150,150,150,10,10
134,7,20,70,70,10,10
134,8,20,150,20,10,10
134,9,70,70,70,10,10
134,10,150,70,150,10,10
134,11,20,20,150,10,10
134,12,20,20,150,10,10
134,13,20,70,20,10,10
134,14,70,150,150,10,10
134,15,150,20,150,10,10
134,16,70,70,70,10,10
134,17,70,20,150,10,10
134,18,70,150,20,10,10
134,19,20,20,70,10,10
134,20,20,70,70,10,10
134,21,150,70,150,10,10
134,22,70,70,20,10,10
134,23,70,150,70,10,10
135,0,150,150,20,10,10
135,1,70,70,150,10,10
135,2,20,70,150,10,10
135,3,20,20,70,10,10
135,4,20,70,70,10,10
135,5,70,70,150,10,10
135,6,70,70,70,10,10
135,7,150,70,70,10,10
135,8,70,70,150,10,10
135,9,20,20,150,10,10
135,10,20,150,150,10,10
135,11,150,20,70,10,10
135,12,70,150,150,10,10
135,13,20,70,150,10,10
135,14,70,20,20,10,10
135,15,70,150,150,10,10
135,16,70,20,70,10,10
135,17,70,20,150,10,10
135,18,20,150,150,10,10
135,19,150,70,150,10,10
135,20,20,70,150,10,10
135,21,20,70,20,10,10
135,22,20,70,20,10,10
135,23,70,70,70,10,10
136,0,150,20,70,10,10
136,1,150,150,70,10,10
136,2,20,70,20,10,10
136,3,70,20,150,10,10
136,4,70,150,70,10,10
136,5,70,150,70,10,10
136,6,150,150,20,10,10
136,7,20,20,20,10,10
136,8,70,70,20,10,10
136,9,20,150,20,10,10
136,10,150,150,150,10,10
136,11,20,70,20,10,10
136,12,150,150,20,10,10
136,13,20,70,70,10,10
136,14,70,20,70,10,10
136,15,20,150,70,10,10
136,16,150,20,150,10,10
136,17,20,20,20,10,10
136,18,150,70,70,10,10
136,19,150,150,70,10,10
136,20,20,70,70,10,10
136,21,150,70,150,10,10
136,22,70,150,150,10,10
136,23,150,70,70,10,10
137,0,150,20,150,10,10
137,1,70,150,70,10,10
137,2,20,150,150,10,10
137,3,150,20,150,10,10
137,4,20,70,20,10,10
137,5,70,150,150,10,10
137,6,20,20,20,10,10
137,7,150,20,150,10,10
137,8,70,70,70,10,10
137,9,70,150,20,10,10
137,10,20,20,150,10,10
137,11,20,20,70,10,10
137,12,20,20,70,10,10
137,13,20,150,70,10,10
137,14,150,70,20,10,10
137,15,70,70,150,10,10
137,16,150,20,150,10,10
137,17,20,70,70,10,10
137,18,150,150,20,10,10
137,19,150,70,150,10,10
137,20,150,20,20,10,10
137,21,20,20,150,10,10
137,22,70,20,70,10,10
137,23,70,20,20,10,10
138,0,70,70,20,10,10
138,1,150,70,150,10,10
138,2,150,150,20,10,10
138,3,20,150,150,10,10
138,4,150,70,150,10,10
138,5,70,150,70,10,10
138,6,150,150,150,10,10
138,7,20,70,70,10,10
138,8,150,20,150,10,10
138,9,150,150,20,10,10
138,10,150,70,70,10,10
138,11,150,20,70,10,10
138,12,70,20,70,10,10
138,13,150,20,150,10,10
138,14,20,20,70,10,10
138,15,70,20,20,10,10
138,16,20,20,70,10,10
138,17,20,20,70,10,10
138,18,20,20,70,10,10
138,19,70,20,70,10,10
138,20,70,70,20,10,10
138,21,150,150,70,10,10
138,22,20,150,150,10,10
138,23,150,20,20,10,10
139,0,150,20,20,10,10
139,1,70,70,70,10,10
139,2,70,20,20,10,10
139,3,150,20,70,10,10
139,4,150,70,150,10,10
139,5,70,150,150,10,10
139,6,70,150,70,10,10
139,7,150,70,20,10,10
139,8,150,20,70,10,10
139,9,70,20,70,10,10
139,10,20,20,70,10,10
139,11,70,70,20,10,10
139,12,20,20,150,10,10
139,13,150,70,150,10,10
139,14,70,150,70,10,10
139,15,20,20,20,10,10
139,16,20,20,150,10,10
139,17,150,20,20,10,10
139,18,20,150,150,10,10
139,19,20,70,70,10,10
139,20,150,150,20,10,10
139,21,20,70,20,10,10
139,22,70,20,20,10,10
139,23,150,70,150,10,10
140,0,150,20,20,10,10
140,1,70,70,20,10,10
140,2,20,150,20,10,10
140,3,150,70,20,10,10
140,4,70,20,150,10,10
140,5,150,150,150,10,10
140,6,70,150,150,10,10
140,7,70,70,20,10,10
140,8,150,20,70,10,10
140,9,150,150,150,10,10
140,10,70,20,70,10,10
140,11,70,20,150,10,10
140,12,150,150,150,10,10
140,13,20,70,150,10,10
140,14,20,20,70,10,10
140,15,20,20,20,10,10
140,16,20,20,20,10,10
140,17,70,20,20,10,10
140,18,150,150,20,10,10
140,19,150,70,150,10,10
140,20,150,20,20,10,10
140,21,150,150,150,10,10
140,22,150,70,20,10,10
140,23,70,20,150,10,10
141,0,20,150,70,10,10
141,1,20,150,20,10,10
141,2,20,20,150,10,10
141,3,70,70,150,10,10
141,4,70,150,20,10,10
141,5,150,150,150,10,10
141,6,70,20,70,10,10
141,7,150,150,20,10,10
141,8,150,20,150,10,10
141,9,150,150,150,10,10
141,10,150,150,70,10,10
141,11,150,70,70,10,10
141,12,70,150,150,10,10
141,13,70,150,150,10,10
141,14,150,20,70,10,10
141,15,20,150,20,10,10
141,16,150,20,150,10,10
141,17,150,150,70,10,10
141,18,150,150,150,10,10
141,19,70,150,70,10,10
141,20,70,150,20,10,10
141,21,150,20,70,10,10
141,22,70,20,150,10,10
141,23,20,150,20,10,10
142,0,70,70,20,10,10
142,1,150,20,70,10,10
142,2,150,20,20,10,10
142,3,150,70,150,10,10
142,4,20,150,20,10,10
142,5,20,20,70,10,10
142,6,20,70,150,10,10
142,7,70,150,20,10,10
142,8,150,150,20,10,10
142,9,70,150,20,10,10
142,10,70,70,20,10,10
142,11,20,150,20,10,10
142,12,70,70,20,10,10
142,13,150,70,150,10,10
142,14,20,70,20,10,10
142,15,70,70,150,10,10
142,16,70,20,70,10,10
142,17,70,20,70,10,10
142,18,150,150,150,10,10
142,19,70,150,70,10,10
142,20,70,150,70,10,10
142,21,150,150,70,10,10
142,22,70,20,150,10,10
142,23,70,70,70,10,10
143,0,150,70,70,10,10
143,1,20,20,70,10,10
143,2,20,150,70,10,10
143,3,70,20,70,10,10
143,4,70,20,20,10,10
143,5,20,150,150,10,10
143,6,150,70,70,10,10
143,7,150,150,70,10,10
143,8,70,150,150,10,10
143,9,20,20,150,10,10
143,10,20,150,150,10,10
143,11,20,70,70,10,10
143,12,150,20,20,10,10
143,13,20,20,150,10,10
143,14,150,150,20,10,10
143,15,20,70,70,10,10
143,16,150,20,150,10,10
143,17,70,20,70,10,10
143,18,20,20,20,10,10
143,19,70,20,20,10,10
143,20,70,20,150,10,10
143,21,20,20,150,10,10
143,22,70,20,20,10,10
143,23,70,70,70,10,10
144,0,20,70,70,10,10
144,1,150,70,70,10,10
144,2,70,70,20,10,10
144,3,20,150,150,10,10
144,4,150,20,20,10,10
144,5,150,150,20,10,10
144,6,150,70,150,10,10
144,7,20,70,20,10,10
144,8,150,150,70,10,10
144,9,70,150,20,10,10
144,10,20,70,70,10,10
144,11,70,150,20,10,10
144,12,70,70,70,10,10
144,13,70,150,150,10,10
144,14,20,70,70,10,10
144,15,20,70,150,10,10
144,16,70,150,20,10,10
144,17,150,20,20,10,10
144,18,20,20,70,10,10
144,19,70,70,70,10,10
144,20,20,20,70,10,10
144,21,20,70,70,10,10
144,22,70,70,70,10,10
144,23,20,20,150,10,10
145,0,70,150,70,10,10
145,1,20,70,70,10,10
145,2,150,150,20,10,10
145,3,70,150,20,10,10
145,4,70,70,150,10,10
145,5,150,70,20,10,10
145,6,20,150,150,10,10
145,7,20,150,70,10,10
145,8,70,150,150,10,10
145,9,150,150,150,10,10
145,10,20,150,150,10,10
145,11,20,70,70,10,10
145,12,70,20,150,10,10
145,13,20,150,20,10,10
145,14,70,20,70,10,10
145,15,20,150,20,10,10
145,16,20,70,150,10,10
145,17,70,150,150,10,10
145,18,150,70,150,10,10
145,19,70,20,70,10,10
145,20,150,150,150,10,10
145,21,150,70,150,10,10
145,22,70,70,20,10,10
145,23,70,20,70,10,10
146,0,20,150,20,10,10
146,1,150,20,20,10,10
146,2,70,150,150,10,10
146,3,20,150,150,10,10
146,4,20,20,70,10,10
146,5,150,70,70,10,10
146,6,70,150,70,10,10
146,7,150,70,150,10,10
146,8,150,150,150,10,10
146,9,20,20,70,10,10
146,10,150,150,20,10,10
146,11,70,20,150,10,10
146,12,70,70,150,10,10
146,13,150,70,150,10,10
146,14,20,70,150,10,10
146,15,150,20,20,10,10
146,16,20,70,20,10,10
146,17,70,150,70,10,10
146,18,150,70,70,10,10
146,19,20,20,70,10,10
146,20,70,70,70,10,10
146,21,70,20,20,10,10
146,22,150,150,70,10,10
146,23,150,70,70,10,10
147,0,70,150,20,10,10
147,1,70,150,70,10,10
147,2,20,20,70,10,10
147,3,70,20,20,10,10
147,4,20,20,150,10,10
147,5,20,150,70,10,10
147,6,70,70,20,10,10
147,7,20,70,20,10,10
147,8,20,20,20,10,10
147,9,20,150,20,10,10
147,10,20,150,70,10,10
147,11,70,20,20,10,10
147,12,150,150,70,10,10
147,13,70,20,20,10,10
147,14,70,150,70,10,10
147,15,20,20,70,10,10
147,16,20,70,20,10,10
147,17,20,150,70,10,10
147,18,20,150,70,10,10
147,19,150,20,20,10,10
147,20,20,150,70,10,10
147,21,150,150,70,10,10
147,22,150,70,20,10,10
147,23,150,70,150,10,10
148,0,20,20,150,10,10
148,1,150,150,70,10,10
148,2,20,20,150,10,10
148,3,20,20,150,10,10
148,4,70,150,70,10,10
148,5,20,20,20,10,10
148,6,70,150,150,10,10
148,7,150,150,70,10,10
148,8,70,20,70,10,10
148,9,70,150,20,10,10
148,10,20,70,150,10,10
148,11,150,150,20,10,10
148,12,70,20,70,10,10
148,13,150,150,70,10,10
148,14,20,150,70,10,10
148,15,20,70,70,10,10
148,16,70,70,150,10,10
148,17,150,150,150,10,10
148,18,150,150,20,10,10
148,19,70,70,20,10,10
148,20,70,70,20,10,10
148,21,70,20,70,10,10
148,22,20,20,20,10,10
148,23,20,70,70,10,10
149,0,70,150,20,10,10
149,1,20,150,70,10,10
149,2,70,70,150,10,10
149,3,70,20,150,10,10
149,4,150,70,70,10,10
149,5,150,150,150,10,10
149,6,150,150,20,10,10
149,7,70,20,150,10,10
149,8,150,20,20,10,10
149,9,70,150,20,10,10
149,10,20,70,20,10,10
149,11,70,150,150,10,10
149,12,70,70,20,10,10
149,13,150,150,150,10,10
149,14,70,150,150,10,10
149,15,150,20,150,10,10
149,16,70,150,150,10,10
149,17,20,70,70,10,10
149,18,20,20,70,10,10
149,19,150,150,70,10,10
149,20,150,70,20,10,10
149,21,20,150,150,10,10
149,22,150,20,70,10,10
149,23,70,20,70,10,10
150,0,70,20,150,10,10
150,1,20,150,70,10,10
150,2,70,150,70,10,10
150,3,70,20,20,10,10
150,4,150,150,70,10,10
150,5,70,20,150,10,10
150,6,20,20,150,10,10
150,7,70,20,20,10,10
150,8,20,150,20,10,10
150,9,150,150,20,10,10
150,10,20,150,150,10,10
150,11,70,150,150,10,10
150,12,150,70,150,10,10
150,13,70,150,20,10,10
150,14,70,150,20,10,10
150,15,20,150,20,10,10
150,16,70,150,20,10,10
150,17,70,150,20,10,10
150,18,20,20,20,10,10
150,19,150,20,70,10,10
150,20,20,20,70,10,10
150,21,150,20,150,10,10
150,22,70,20,70,10,10
150,23,20,150,150,10,10
151,0,20,70,150,10,10
151,1,70,20,20,10,10
151,2,20,150,70,10,10
151,3,150,20,70,10,10
151,4,20,70,70,10,10
151,5,20,70,70,10,10
151,6,20,20,70,10,10
151,7,20,20,20,10,10
151,8,20,150,70,10,10
151,9,150,20,20,10,10
151,10,20,70,70,10,10
151,11,20,70,20,10,10
151,12,20,150,150,10,10
151,13,70,70,70,10,10
151,14,150,20,150,10,10
151,15,70,20,20,10,10
151,16,20,70,20,10,10
151,17,70,20,70,10,10
151,18,150,150,150,10,10
151,19,150,70,20,10,10
151,20,20,150,70,10,10
151,21,70,20,70,10,10
151,22,150,70,150,10,10
151,23,20,70,20,10,10
152,0,20,150,70,10,10
152,1,150,150,20,10,10
152,2,20,20,20,10,10
152,3,150,20,150,10,10
152,4,70,20,150,10,10
152,5,150,20,70,10,10
152,6,20,150,70,10,10
152,7,20,150,150,10,10
152,8,20,150,20,10,10
152,9,20,150,70,10,10
152,10,20,150,20,10,10
152,11,70,150,70,10,10
152,12,20,20,70,10,10
152,13,20,150,70,10,10
152,14,150,150,70,10,10
152,15,150,20,150,10,10
152,16,20,70,20,10,10
152,17,20,70,150,10,10
152,18,20,70,70,10,10
152,19,150,20,20,10,10
152,20,70,70,150,10,10
152,21,20,150,20,10,10
152,22,20,70,70,10,10
152,23,20,20,20,10,10
153,0,70,70,150,10,10
153,1,150,70,20,10,10
153,2,70,70,70,10,10
153,3,20,150,70,10,10
153,4,20,70,150,10,10
153,5,70,20,70,10,10
153,6,150,150,150,10,10
153,7,20,70,20,10,10
153,8,20,70,150,10,10
153,9,20,70,70,10,10
153,10,70,150,70,10,10
153,11,150,70,20,10,10
153,12,70,20,150,10,10
153,13,150,70,20,10,10
153,14,70,150,150,10,10
153,15,70,20,150,10,10
153,16,70,70,70,10,10
153,17,70,20,70,10,10
153,18,150,70,150,10,10
153,19,150,20,70,10,10
153,20,70,70,70,10,10
153,21,70,20,150,10,10
153,22,70,20,20,10,10
153,23,150,70,70,10,10
154,0,70,20,70,10,10
154,1,150,70,70,10,10
154,2,20,150,70,10,10
154,3,20,20,20,10,10
154,4,20,150,20,10,10
154,5,20,150,70,10,10
154,6,150,20,70,10,10
154,7,150,20,20,10,10
154,8,20,20,20,10,10
154,9,150,150,20,10,10
154,10,150,150,150,10,10
154,11,150,70,70,10,10
154,12,150,150,70,10,10
154,13,150,20,150,10,10
154,14,70,70,150,10,10
154,15,20,150,150,10,10
154,16,20,150,20,10,10
154,17,150,70,70,10,10
154,18,20,150,20,10,10
154,19,70,20,70,10,10
154,20,20,20,20,10,10
154,21,150,150,20,10,10
154,22,150,20,70,10,10
154,23,150,150,150,10,10
155,0,70,150,150,10,10
155,1,20,70,20,10,10
155,2,70,20,20,10,10
155,3,20,150,150,10,10
155,4,20,150,20,10,10
155,5,150,20,70,10,10
155,6,150,20,20,10,10
155,7,150,70,150,10,10
155,8,150,150,20,10,10
155,9,20,70,150,10,10
155,10,20,70,20,10,10
155,11,20,150,20,10,10
155,12,20,150,20,10,10
155,13,70,20,70,10,10
155,14,150,20,150,10,10
155,15,150,70,150,10,10
155,16,70,20,150,10,10
155,17,150,20,70,10,10
155,18,70,70,150,10,10
155,19,70,150,20,10,10
155,20,20,150,150,10,10
155,21,150,20,150,10,10
155,22,150,20,20,10,10
155,23,70,150,70,10,10
156,0,150,70,150,10,10
156,1,20,150,70,10,10
156,2,20,150,20,10,10
156,3,70,20,20,10,10
156,4,70,20,20,10,10
156,5,150,20,20,10,10
156,6,150,70,150,10,10
156,7,150,20,70,10,10
156,8,20,70,150,10,10
156,9,20,70,70,10,10
156,10,150,150,150,10,10
156,11,150,70,20,10,10
156,12,20,70,20,10,10
156,13,70,20,20,10,10
156,14,150,70,70,10,10
156,15,70,70,20,10,10
156,16,20,20,20,10,10
156,17,150,150,70,10,10
156,18,70,150,20,10,10
156,19,20,20,70,10,10
156,20,70,20,20,10,10
156,21,70,20,20,10,10
156,22,150,20,150,10,10
156,23,20,70,70,10,10
157,0,20,20,20,10,10
157,1,20,20,70,10,10
157,2,150,70,20,10,10
157,3,150,20,20,10,10
157,4,70,70,70,10,10
157,5,150,20,20,10,10
157,6,20,70,150,10,10
157,7,70,20,20,10,10
157,8,150,150,20,10,10
157,9,70,20,70,10,10
157,10,70,150,150,10,10
157,11,70,20,150,10,10
157,12,70,70,20,10,10
157,13,70,150,70,10,10
157,14,150,150,150,10,10
157,15,70,70,20,10,10
157,16,150,70,70,10,10
157,17,70,70,20,10,10
157,18,70,20,70,10,10
157,19,20,70,70,10,10
157,20,70,70,70,10,10
157,21,150,70,150,10,10
157,22,20,70,20,10,10
157,23,70,70,70,10,10
158,0,70,70,20,10,10
158,1,150,70,150,10,10
158,2,20,150,150,10,10
158,3,70,150,20,10,10
158,4,20,70,20,10,10
158,5,150,70,150,10,10
158,6,20,70,150,10,10
158,7,70,20,70,10,10
158,8,70,20,150,10,10
158,9,70,150,20,10,10
158,10,20,70,70,10,10
158,11,20,20,20,10,10
158,12,20,150,70,10,10
158,13,150,20,150,10,10
158,14,150,20,70,10,10
158,15,20,70,20,10,10
158,16,70,150,70,10,10
158,17,150,20,70,10,10
158,18,70,70,70,10,10
158,19,70,20,20,10,10
158,20,150,150,150,10,10
158,21,150,20,150,10,10
158,22,70,150,70,10,10
158,23,20,20,20,10,10
159,0,70,20,150,10,10
159,1,20,70,20,10,10
159,2,20,70,20,10,10
159,3,20,70,20,10,10
159,4,150,150,70,10,10
159,5,20,20,150,10,10
159,6,150,70,70,10,10
159,7,20,20,150,10,10
159,8,70,150,20,10,10
159,9,20,20,70,10,10
159,10,20,150,70,10,10
159,11,70,20,70,10,10
159,12,70,150,150,10,10
159,13,20,20,70,10,10
159,14,70,20,70,10,10
159,15,20,70,20,10,10
159,16,70,70,70,10,10
159,17,150,20,150,10,10
159,18,70,70,20,10,10
159,19,20,20,70,10,10
159,20,70,70,150,10,10
159,21,20,20,150,10,10
159,22,20,70,20,10,10
159,23,70,150,20,10,10
160,0,150,70,70,10,10
160,1,150,20,20,10,10
160,2,20,20,70,10,10
160,3,70,20,70,10,10
160,4,150,20,20,10,10
160,5,150,150,70,10,10
160,6,150,20,70,10,10
160,7,150,20,70,10,10
160,8,70,20,20,10,10
160,9,70,150,20,10,10
160,10,150,150,20,10,10
160,11,20,150,20,10,10
160,12,70,150,20,10,10
160,13,150,150,150,10,10
160,14,150,70,70,10,10
160,15,20,20,150,10,10
160,16,20,150,70,10,10
160,17,150,150,150,10,10
160,18,70,20,70,10,10
160,19,20,20,20,10,10
160,20,20,150,150,10,10
160,21,20,20,150,10,10
160,22,20,20,20,10,10
160,23,20,20,70,10,10
161,0,150,70,20,10,10
161,1,150,150,20,10,10
161,2,70,70,70,10,10
161,3,20,20,150,10,10
161,4,20,70,20,10,10
161,5,70,70,70,10,10
161,6,20,70,70,10,10
161,7,70,20,70,10,10
161,8,70,20,70,10,10
161,9,70,70,20,10,10
161,10,70,150,150,10,10
161,11,150,150,150,10,10
161,12,150,150,20,10,10
161,13,20,150,20,10,10
161,14,20,70,70,10,10
161,15,150,150,20,10,10
161,16,70,20,70,10,10
161,17,20,20,20,10,10
161,18,70,20,20,10,10
161,19,20,150,150,10,10
