hour,generation 1,generation 2,generation 3,wind generation 1,wind generation 2,load 1,load 2,load 3,epsilon 1,delta 1,epsilon 2,delta 2,epsilon 3,delta 3,epsilon 4,delta 4,epsilon 5,delta 5,epsilon 6,delta 6,transmission_up_binding_L1,transmission_down_binding_L1,transmission_up_binding_L2,transmission_down_binding_L2,transmission_up_binding_L3,transmission_down_binding_L3,transmission_up_binding_L4,transmission_down_binding_L4,transmission_up_binding_L5,transmission_down_binding_L5,transmission_up_binding_L6,transmission_down_binding_L6,transmission_up_binding_L7,transmission_down_binding_L7
16,129.4282510717056,0.0,45.23921998113548,0.0,32.452168886199324,12.98086755447973,103.84694043583784,90.8660728813581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5742409326352609,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
17,111.0387518062202,0.0,39.74121855336749,11.086762526440268,33.2602875793208,12.195438779084297,97.56351023267437,85.36807145359008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18,100.0,0.0,19.857065366147676,1.7559256999685133,28.064536399872967,9.354845466624322,74.83876373299458,65.48391826637025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19,100.0,0.0,14.871239592081782,0.0,23.410114676042443,8.642584641757765,69.14067713406212,60.49809249230436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20,100.0,0.0,10.0,0.0,6.459514693829462,7.27871966836434,58.22975734691472,50.95103767855038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,100.0,0.0,10.0,0.0,16.89776897473206,7.931110560920754,63.44888448736603,55.51777392644527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,100.0,0.0,0.0,0.0,5.786107651188573,6.627596830569334,53.02077464455467,46.39317781398533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2554416379209162,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23,100.0,0.0,17.518023527223395,0.0,26.813122592653276,9.020696632492283,72.16557305993827,63.14487642744598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,100.0,0.0,10.0,0.0,3.0730920629632124,7.049289851669084,56.39431881335267,49.345028961683575,0.0,0.0,0.0,0.0,0.0,0.0,0.2844544362578875,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,100.0,0.0,0.0,0.0,4.486653955416465,6.532514852829911,52.260118822639285,45.727603969809365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03358368986225899,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,100.0,0.0,10.0,0.0,17.008361792917924,7.938022612057371,63.50418089645897,55.56615828440159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,100.0,0.0,0.0,0.0,1.6690091860103657,6.35431307412564,50.83450459300512,44.48019151887947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,100.0,0.0,0.0,0.0,9.594057122114387,6.906227279661467,55.249818237291734,48.34359095763027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9055793524692299,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5,100.0,0.0,25.095816743855487,6.246284023718211,30.30971556174774,10.10323852058258,80.82590816466065,70.72266964407807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6,109.7302077697407,0.0,38.03345769219946,10.864975401613249,32.594926204839744,11.951472941774574,95.61178353419659,83.66031059242202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,106.78464835416351,0.0,29.921012072292626,8.993793449108958,26.981380347326873,10.79255213893075,86.340417111446,75.54786497251524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8,100.21659711664985,0.0,14.709180181091758,5.746288864887082,17.238866594661243,8.619433297330621,68.95546637864497,60.33603308131435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
9,125.70616644075933,0.0,36.27786250951236,0.0,23.401347259924275,11.700673629962138,93.6053890396971,81.90471540973496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8254018691982297,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
10,124.08123530382757,0.0,34.18787275610167,0.0,22.804207330378357,11.402103665189179,91.21682932151343,79.81472565632424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3603432527192463,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11,101.93494034261907,0.0,22.331183668186938,7.766632750675376,23.29989825202612,9.708290938344218,77.66632750675375,67.95803656840953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12,100.0,0.0,10.0,0.0,15.203097655602164,7.825193603475136,62.60154882780109,54.77635522432595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,125.65211927970364,0.0,36.208346940366056,0.0,23.381485668739625,11.690742834369813,93.5259426749585,81.83519984058867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.809933461107638,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,129.94335255204186,0.0,41.72773995637848,0.0,24.958455101886017,12.479227550943008,99.83382040754407,87.35459285660106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0380932047817857,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
15,107.21635867152902,0.0,22.44575874174768,6.4831058706638345,19.449317611991507,9.724658805995753,77.79727044796603,68.07261164197027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
16,100.46388884256864,0.0,22.113015028557808,8.064269991521476,24.192809974564426,9.677123989825771,77.41699191860617,67.7398679287804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
17,100.0,0.0,10.0,0.0,14.35707335373695,7.772317084608559,62.178536676868475,54.406219592259916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,100.0,0.0,18.319959663383425,0.4384065261707317,27.405776812974004,9.135258937658003,73.08207150126402,63.94681256360601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19,100.0,0.0,10.248297621300203,0.0,17.466332142180573,7.982164360217541,63.85731488174033,55.875150521522784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20,100.0,0.0,0.0,0.0,0.0,6.147442869286022,49.17954295428817,43.03210008500214,0.0,0.0,1.640914091423659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,100.0,0.0,0.0,0.0,5.29711991630594,6.59181724021207,52.73453792169656,46.14272068148448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17195592708729368,False,False,False,False,True,False,False,False,False,False,False,False,False,False
22,100.0,0.0,15.242845153580227,0.0,23.887893255112083,8.69567115054326,69.56536920434608,60.869698053802814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
23,100.0,0.0,0.0,0.0,0.6277362227273136,6.2892335139204585,50.31386811136367,44.0246345974432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,100.0,0.0,10.46953138440405,0.0,17.75077555188538,8.01376918351809,64.11015346814472,56.09638428462662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,100.0,0.0,12.8600664341309,0.0,20.82432061581996,8.35527419062193,66.84219352497544,58.4869193343535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,100.0,0.0,10.0,0.0,11.431622072349256,7.589476379521829,60.715811036174635,53.126334656652794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,100.0,0.0,0.0,0.0,0.0,6.116261838603599,48.93009470882879,42.813832870225184,0.0,0.0,2.1398105823424203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,100.0,0.0,13.873144392786225,0.0,22.126849419805524,8.499999613286974,67.99999690629579,59.49999729300882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5,100.0,0.0,10.0,0.0,14.875129584136292,7.804695599008519,62.43756479206815,54.632869193059626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,104.96963588537548,0.0,31.82050794480744,10.058098811042862,30.174296433128582,11.063908692147148,88.51126953717718,77.44736084503003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,127.22379455532075,0.0,42.26732726699575,0.0,31.39077863114942,12.556311452459768,100.45049161967815,87.89418016721837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01908278589033878,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
8,123.81807809431221,0.0,33.84939941472568,0.0,22.70750066141378,11.35375033070689,90.83000264565511,79.47625231494823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2850271208585633,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9,119.78968767660709,0.0,28.668075416196444,0.0,21.227122376119727,10.613561188059863,84.90848950447891,74.29492831641903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13209354003453072,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
10,117.91013931522106,0.0,27.473688354725816,0.8172548399499387,20.885868929985257,10.442934464992629,83.54347571994103,73.1005412549484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11,100.57747049280265,0.0,20.692857987374044,7.579395530011045,22.738186590033134,9.474244412513805,75.79395530011044,66.31971088759663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12,100.0,0.0,18.967625386338682,6.530218141837667,22.146678269678155,9.227782612365898,73.82226089892718,64.59447828656128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13,100.0,0.0,12.251847501472163,3.5055533019173337,16.536771543341356,8.268385771670678,66.14708617336542,57.87870040169474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14,129.45743790273963,0.0,41.10275554012105,0.0,24.779888125812466,12.389944062906233,99.11955250324986,86.72960844034363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.899023437826571,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
15,135.94984063487965,0.0,49.453297219573436,0.0,27.165757177084583,13.582878588542291,108.66302870833833,95.08015011979603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.757162385138962,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
16,112.69641111220189,0.0,35.18577666324917,7.970740668387363,28.861653415525627,11.544661366210253,92.35729092968202,80.81262956347176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
17,110.98793701323483,0.0,39.674900942183164,11.078149849663086,33.234449548989254,12.185964834629395,97.48771867703516,85.30175384240576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18,100.0,0.0,22.849949459121316,4.321254922517361,29.347201011147387,9.78240033704913,78.25920269639305,68.4768023593439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19,100.0,0.0,22.37159681659518,0.6732169566941099,32.380214150865605,9.714064245259681,77.71251396207745,67.99844971681777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20,100.0,0.0,0.0,0.0,6.318765524971406,6.666571796943699,53.33257437554959,46.666002578605884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34638322612776556,False,False,False,False,True,False,False,False,False,False,False,False,False,False
21,100.0,0.0,10.0,0.0,3.828440125144894,7.114277507821557,56.914220062572454,49.799942554750885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,100.0,0.0,10.0,0.0,11.428442248614449,7.589277640538403,60.71422112430722,53.12494348376882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,100.0,0.0,10.0,0.0,13.9837203299451,7.748982520621569,61.99186016497255,54.24287764435097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,100.0,0.0,0.0,0.0,6.075074448160309,6.648740742542877,53.18992594034302,46.54118519780014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3047774325258483,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,100.0,0.0,20.914973287310556,0.0,31.180629427050945,9.505975169647593,76.04780135718075,66.54182618753315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,100.0,0.0,0.0,0.0,4.957053308732222,6.566934317706672,52.53547454165338,45.96854022394671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11389577457470579,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,100.0,0.0,10.0,0.0,7.062779281434526,7.316423705089646,58.531389640717165,51.21496593562752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,100.0,0.0,12.144493926841184,0.0,19.904298820733167,8.253049546723396,66.02439637378717,57.77134682706377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5,100.0,0.0,19.4402073016354,1.3986187875295852,27.885882943653428,9.295294314551144,74.36235451640916,65.067060201858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6,102.95243047928261,0.0,29.18788394024557,9.71619958967119,29.148598769013567,10.687819548638311,85.50255638910649,74.81473684046816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,119.46028167751619,0.0,38.45238406804212,4.240148407523586,30.028298917237397,12.01131956689496,96.09055653515968,84.07923696826471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
8,126.98259641766619,0.0,37.91960935776278,0.0,23.87041778799582,11.93520889399791,95.48167115198328,83.54646225798537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.190718740541769,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9,103.14937100417914,0.0,17.950667109413605,6.055001905679638,18.165005717038913,9.082502858519456,72.66002286815565,63.57752000963619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10,136.76326603452992,0.0,50.499526633112296,0.0,27.464679866667105,13.732339933333552,109.85871946666842,96.12637953333486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.989966399027523,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11,102.98791963060769,0.0,23.602020739897366,7.911871273156564,23.735613819469698,9.889839091445708,79.11871273156567,69.22887364011996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12,100.0,0.0,18.848703923559583,6.418092191217205,22.105905196725317,9.210793831968882,73.68635065575106,64.47555682378217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13,111.47411971217265,0.0,24.747002447081027,4.526588535353535,20.10681581351532,10.05340790675766,80.42726325406127,70.3738553473036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,129.36924019147685,0.0,40.98931546341623,0.0,24.747476675325384,12.373738337662692,98.98990670130154,86.61616836363883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.873781072384593,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
15,123.62376077033481,0.0,33.599468074995244,0.0,22.636091707205093,11.318045853602547,90.54436682882037,79.22632097521782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2294131051055772,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
16,100.79286746927357,0.0,22.519400390958072,8.112649201331031,24.337947603993094,9.735179041597236,77.88143233277789,68.14625329118066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
17,100.0,0.0,21.29710924917392,5.597676125006496,26.074270967297345,9.560566021342362,76.4845281707389,66.92396214939652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18,100.0,0.0,17.88042409106662,0.06166174989923464,27.217404424838232,9.072468141612745,72.57974513290196,63.50727699128921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19,100.0,0.0,15.001953970945427,0.0,23.578176020295768,8.661258124452575,69.2900649956206,60.62880687116802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20,100.0,0.0,0.0,0.0,0.0,6.159171822525148,49.273374580201185,43.11420275767604,0.0,0.0,1.45325083959747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,100.0,0.0,10.0,0.0,3.6545337561341285,7.103408359758382,56.82726687806706,49.723858518308674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
22,100.0,0.0,0.0,0.0,0.0,5.461072199977219,43.688577599817755,38.22750539984054,12.622844800364346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,100.0,0.0,10.0,0.0,7.797813467864231,7.362363341741514,58.898906733932115,51.5365433921906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,100.0,0.0,10.337461129481376,0.0,17.580970938413557,7.994902004243423,63.959216033947385,55.96431402970397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1,100.0,0.0,27.900289333003663,0.0,40.161750057227735,10.503877461889463,84.0310196951157,73.52714223322624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2,100.0,0.0,25.245691005917294,0.0,36.74869506525955,10.124649129448553,80.99719303558842,70.87254390613988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3,100.0,0.0,0.0,0.0,7.087953563814736,6.7228538485663805,53.782830788531044,47.05997693996467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4777080132473613,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4,100.0,0.0,16.130800228397394,0.0,25.029549779876987,8.822521875517142,70.58017500413713,61.75765312861998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5,100.0,0.0,22.627903332776512,4.130929671364809,29.252038385571044,9.750679461857015,78.00543569485612,68.2547562329991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6,112.64946844967488,0.0,40.6513819585467,10.291646856457854,33.6148966982218,12.325462122681326,98.60369698145061,86.27823485876928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
7,100.0,0.0,19.425639544447584,6.032738741701994,23.233033015953634,9.293213206381454,74.34570565105163,65.05249244467016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
8,133.3554356043708,0.0,46.1163681604138,0.0,26.212348874467544,13.106174437233772,104.84939549787018,91.74322106063639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.014638356488216,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
9,142.7382629262853,0.0,58.184579861896815,0.0,29.66040936060554,14.83020468030277,118.64163744242217,103.81143276211938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.700022736056639,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
10,115.09740380411417,0.0,26.282044022810727,2.438346019141696,20.54539912086666,10.27269956043333,82.18159648346663,71.9088969230333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
11,105.9014984921101,0.0,27.118409021020906,8.313744219570687,24.941232658712064,10.39218027446336,83.13744219570688,72.74526192124351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
12,102.34811146963585,0.0,22.82983847665547,7.823621871643205,23.47086561492962,9.779527339554008,78.23621871643206,68.45669137687806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13,127.34749412146262,0.0,38.38894153107425,0.0,24.004512694656245,12.002256347328123,96.01805077862498,84.01579443129684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2951532100568204,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,105.31866695825926,0.0,20.348310006028438,6.283348848214382,18.850046544643156,9.425023272321578,75.40018617857262,65.97516290625103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
15,110.61637347579378,0.0,24.383609431006033,5.020941755657421,20.00298923749389,10.001494618746944,80.01195694997556,70.01046233122861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False
16,109.89970250895824,0.0,33.76902014586254,9.451889648343471,28.355668945030416,11.342267578012166,90.73814062409733,79.39587304608516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
17,100.0,0.0,19.602297122611997,4.078948375230341,25.413954554351136,9.318450003262084,74.54760002609667,65.22915002283459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
18,100.0,0.0,16.700277744641625,0.0,25.761735157905104,8.90387580640917,71.23100645127336,62.32713064486419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
19,100.0,0.0,37.13203930223707,12.62214658792803,39.408996286885554,11.822698886065666,94.58159108852533,82.75889220245965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20,100.0,0.0,29.789413829156764,0.0,42.59062440942463,10.773752389911337,86.1900191192907,75.41626672937936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
21,100.0,0.0,10.0,0.0,11.60906119954467,7.600566324971542,60.804530599772335,53.203964274800796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False
