Sample_Nr,Hour,L1,L2,L3,W1,W2
110,11,62.44,107.47,130.77,1.23,2.54
110,12,52.75,109.81,117.5,4.51,28.35
110,13,58.22,111.99,135.36,9.45,8.31
110,14,57.8,110.01,131.95,2.86,22.95
110,15,55.09,102.82,111.4,4.42,21.13
110,16,59.45,123.4,139.1,7.97,23.78
110,17,57.81,92.37,127.81,9.02,11.26
110,18,53.23,104.56,121.24,9.45,17.62
110,19,59.89,123.15,124.83,0.33,4.0
110,20,59.48,113.89,99.62,6.66,10.56
110,21,56.09,109.28,123.09,2.41,4.84
110,22,54.85,92.43,140.22,9.45,8.75
110,23,64.11,107.77,120.09,7.09,0.43
111,0,48.84,125.95,121.08,8.9,12.47
111,1,57.72,127.41,120.9,3.17,0.63
111,2,57.69,114.64,114.72,3.8,6.56
111,3,60.71,102.93,107.82,0.16,26.69
111,4,61.4,120.33,124.25,1.56,2.31
111,5,49.95,112.85,109.68,0.33,6.66
111,6,59.28,117.95,115.99,8.9,1.26
111,7,55.94,122.78,102.91,5.36,26.69
111,8,49.98,133.64,117.94,4.18,8.64
111,9,56.78,127.03,115.29,2.95,6.48
111,10,55.5,130.1,105.35,3.69,6.6
111,11,60.35,118.88,109.15,2.68,0.43
111,12,52.31,117.68,128.53,1.14,2.88
111,13,49.56,105.0,121.89,4.96,2.92
111,14,52.09,137.87,93.67,0.31,26.69
111,15,65.82,98.36,128.5,1.91,12.85
111,16,53.82,102.35,138.32,1.12,3.93
111,17,53.82,106.12,116.63,7.81,11.24
111,18,57.06,96.47,125.38,6.1,13.49
111,19,51.23,124.02,110.29,7.58,6.51
111,20,51.57,123.35,110.42,5.93,9.65
111,21,59.43,129.08,129.39,1.56,6.41
111,22,48.53,95.1,124.96,6.02,26.69
111,23,52.35,96.58,123.75,2.34,14.58
112,0,49.89,108.97,127.37,1.94,5.15
112,1,59.46,95.84,110.46,9.19,9.28
112,2,50.45,122.14,112.81,0.89,11.42
112,3,57.21,114.92,112.64,0.1,13.12
112,4,56.05,110.87,120.83,9.37,10.46
112,5,68.98,107.85,108.21,2.51,2.34
112,6,59.57,100.62,110.54,3.92,12.19
112,7,59.61,119.96,127.07,0.48,28.1
112,8,58.46,110.39,129.68,7.19,17.88
112,9,62.37,99.93,123.3,8.43,24.15
112,10,49.61,119.36,105.77,6.87,28.1
112,11,46.47,102.55,110.77,2.28,4.48
112,12,53.62,108.09,120.69,3.63,28.1
112,13,54.12,136.03,128.24,6.89,10.31
112,14,51.15,107.54,97.12,4.0,3.87
112,15,55.11,118.95,128.79,0.17,22.51
112,16,61.7,131.18,113.77,4.97,13.1
112,17,60.71,105.87,113.56,0.61,16.23
112,18,49.79,106.96,137.92,4.46,8.41
112,19,58.69,96.73,91.96,4.41,15.9
112,20,53.57,105.19,128.79,1.26,12.69
112,21,53.2,95.93,114.07,2.88,16.65
112,22,61.15,96.79,112.96,1.67,2.8
112,23,58.87,128.54,115.13,0.14,13.76
113,0,59.57,121.39,137.44,5.2,4.09
113,1,58.36,98.24,138.08,0.14,3.29
113,2,55.2,114.66,112.75,5.84,5.47
113,3,57.22,110.72,99.16,3.07,17.26
113,4,54.37,121.29,120.32,5.47,11.11
113,5,60.62,134.17,125.15,3.15,19.17
113,6,57.29,104.61,108.36,3.56,16.43
113,7,55.92,115.68,101.49,8.48,16.46
113,8,59.37,141.78,108.63,8.48,2.1
113,9,72.67,83.47,124.04,8.48,10.34
113,10,46.29,129.07,116.3,7.15,2.15
113,11,54.77,118.01,107.91,2.13,2.34
113,12,61.58,97.05,97.74,2.13,13.53
113,13,53.95,109.1,119.51,4.9,25.45
113,14,51.2,105.83,127.24,1.27,18.72
113,15,56.75,107.69,110.29,5.27,3.12
113,16,56.06,112.19,131.15,2.92,4.08
113,17,58.74,111.53,127.78,0.94,22.78
113,18,60.8,115.45,135.53,0.45,10.43
113,19,50.74,109.87,115.41,0.44,8.22
113,20,59.99,104.43,113.17,8.48,15.53
113,21,50.0,108.8,106.33,7.9,22.32
113,22,49.37,104.82,115.51,7.76,20.92
113,23,55.03,121.81,139.11,1.97,12.17
114,0,58.54,98.86,135.91,2.69,11.62
114,1,52.75,108.21,108.15,9.22,20.23
114,2,63.64,107.73,108.35,7.01,14.91
114,3,58.71,120.87,127.99,9.22,4.45
114,4,54.54,101.65,107.11,1.38,26.95
114,5,59.71,125.06,99.54,2.22,4.74
114,6,48.4,94.07,135.38,9.22,2.85
114,7,46.28,97.57,125.92,4.32,8.62
114,8,68.09,117.22,117.59,3.79,27.67
114,9,58.61,105.36,134.83,3.34,27.67
114,10,62.42,109.07,105.54,3.01,5.64
114,11,57.67,110.4,111.17,0.61,6.3
114,12,63.37,121.87,113.92,4.65,1.25
114,13,48.86,136.54,105.22,6.06,22.22
114,14,55.48,110.95,113.29,0.92,13.73
114,15,52.63,103.67,100.88,1.82,8.12
114,16,63.68,105.89,130.03,5.9,20.93
114,17,59.91,103.66,118.93,9.22,3.82
114,18,64.5,116.91,128.69,9.22,9.56
114,19,55.91,116.06,121.27,2.07,0.89
114,20,59.97,115.17,120.95,6.61,2.0
114,21,47.23,127.8,105.4,7.35,9.05
114,22,64.7,109.12,131.95,9.22,1.7
114,23,55.72,78.9,125.71,1.15,2.86
115,0,65.96,114.86,127.07,3.12,4.96
115,1,53.57,129.38,117.87,9.58,0.1
115,2,56.59,121.64,118.44,2.52,19.22
115,3,43.07,134.61,131.18,2.5,12.04
115,4,63.98,104.73,127.34,8.73,8.81
115,5,50.49,110.85,128.0,0.45,10.32
115,6,50.31,117.88,123.75,9.58,18.32
115,7,55.77,129.04,134.28,9.58,12.21
115,8,67.63,118.82,104.55,2.56,10.95
115,9,57.05,121.02,107.06,2.91,28.73
115,10,48.96,115.89,88.87,5.85,1.33
115,11,65.55,91.11,104.71,7.67,28.73
115,12,53.09,119.5,107.49,9.58,2.09
115,13,59.27,87.33,123.32,1.89,2.94
115,14,63.4,117.19,134.41,1.8,5.61
115,15,61.64,112.37,136.07,2.79,0.78
115,16,61.19,129.04,129.02,1.56,16.15
115,17,60.83,90.22,128.87,4.93,5.17
115,18,49.97,110.24,118.57,0.34,2.81
115,19,51.97,94.08,110.66,0.71,24.81
115,20,53.45,97.29,115.44,6.84,6.87
115,21,53.29,105.25,100.0,7.5,28.73
115,22,70.53,101.66,104.14,9.58,23.41
115,23,62.8,122.73,112.44,8.53,8.46
116,0,50.26,112.5,123.74,7.38,19.97
116,1,57.35,111.31,120.04,9.38,5.67
116,2,60.33,102.64,129.3,2.02,24.38
116,3,53.32,109.38,106.12,1.31,14.35
116,4,55.62,122.6,118.88,2.64,23.28
116,5,57.31,121.08,126.71,2.47,27.48
116,6,42.69,114.55,125.87,9.38,0.25
116,7,56.47,117.03,116.23,1.36,0.58
116,8,60.43,103.96,134.41,2.58,1.22
116,9,50.37,121.93,133.24,9.38,8.13
116,10,52.91,105.88,136.85,1.29,1.79
116,11,62.2,89.0,103.02,1.49,17.75
116,12,54.88,110.15,121.29,0.7,7.53
116,13,57.18,130.25,124.98,0.03,27.41
116,14,49.29,102.63,122.28,4.07,13.42
116,15,57.7,110.29,122.4,3.21,0.21
116,16,56.41,88.24,115.87,3.38,28.14
116,17,53.72,105.22,117.23,7.5,14.61
116,18,66.09,126.58,113.75,3.58,3.54
116,19,56.11,104.38,136.22,3.94,2.68
116,20,58.59,130.93,130.16,9.38,7.12
116,21,53.97,119.06,132.58,2.07,15.29
116,22,55.36,124.15,110.78,7.7,13.29
116,23,35.63,131.1,119.4,2.39,14.15
117,0,56.81,101.81,119.96,2.37,18.11
117,1,55.2,118.96,125.94,6.2,5.8
117,2,62.83,115.91,105.22,2.75,9.06
117,3,54.71,110.41,120.19,0.87,10.6
117,4,55.48,113.43,122.2,0.84,20.86
117,5,56.22,108.57,114.69,2.4,25.28
117,6,68.06,116.67,126.34,9.2,19.27
117,7,48.0,116.27,100.73,0.46,16.76
117,8,59.76,103.05,125.51,1.4,14.35
117,9,50.46,110.6,119.54,2.18,7.42
117,10,52.89,131.01,132.51,2.46,19.1
117,11,65.63,100.56,131.56,3.97,17.79
117,12,49.51,118.22,114.99,9.2,0.29
117,13,48.73,105.94,125.59,9.2,18.41
117,14,60.6,125.7,109.46,0.13,6.51
117,15,64.71,131.49,115.05,0.48,15.12
117,16,47.78,108.57,141.65,3.48,12.69
117,17,53.84,98.13,125.11,5.01,17.29
117,18,60.25,126.3,137.12,0.9,6.84
117,19,52.2,101.4,116.69,2.83,8.6
117,20,61.88,111.63,111.1,9.2,12.47
117,21,61.74,112.48,115.08,0.92,3.71
117,22,50.57,105.07,135.58,0.55,11.1
117,23,57.5,118.21,116.94,2.0,27.61
118,0,53.97,106.67,147.1,6.25,11.1
118,1,58.6,114.73,131.04,2.46,27.49
118,2,58.23,120.96,139.58,9.16,16.01
118,3,56.44,110.79,115.28,2.31,10.43
118,4,53.34,106.39,128.66,9.16,11.36
118,5,64.24,102.41,124.51,7.64,14.87
118,6,58.11,107.37,132.14,5.54,16.92
118,7,57.74,114.38,120.45,4.09,0.63
118,8,61.09,106.32,117.42,4.25,11.14
118,9,49.88,124.56,133.8,1.53,1.25
118,10,48.22,143.36,105.66,7.0,20.16
118,11,62.74,126.22,112.26,1.33,14.96
118,12,51.05,121.87,129.88,0.29,19.02
118,13,51.9,106.84,101.52,5.24,27.49
118,14,59.76,109.05,119.03,7.21,27.49
118,15,54.98,101.25,122.46,4.44,9.04
118,16,55.3,111.45,127.97,3.81,6.72
118,17,51.26,117.43,119.98,2.33,19.24
118,18,49.53,107.21,113.32,8.32,12.73
118,19,59.41,110.2,109.9,3.35,21.42
118,20,56.3,127.24,131.74,1.75,9.69
118,21,47.16,110.92,123.98,9.16,13.63
118,22,55.12,113.15,120.88,3.34,2.27
118,23,63.65,92.71,131.91,1.65,7.08
119,0,65.17,114.93,118.25,6.95,11.81
119,1,51.2,116.05,127.66,3.5,24.74
119,2,56.71,114.39,111.71,1.33,10.11
119,3,54.19,103.83,133.94,1.56,24.74
119,4,54.56,124.24,129.63,3.52,9.01
119,5,61.81,114.79,114.17,1.89,4.92
119,6,54.54,89.86,113.57,0.44,0.76
119,7,62.29,108.65,120.34,8.25,1.66
119,8,58.15,117.44,111.78,4.41,13.93
119,9,56.61,106.91,108.62,7.59,0.19
119,10,46.63,127.11,131.97,8.25,18.99
119,11,58.11,127.43,122.75,6.73,5.05
119,12,57.95,118.83,139.75,2.47,14.51
119,13,45.35,96.58,106.14,4.66,15.14
119,14,47.37,111.1,115.76,8.25,22.6
119,15,51.97,101.72,111.58,5.05,14.03
119,16,58.59,107.72,115.58,1.09,15.28
119,17,52.68,116.92,110.21,2.96,12.18
119,18,65.09,100.6,101.85,1.5,1.36
119,19,57.33,94.12,120.54,0.35,2.16
119,20,59.13,99.64,114.89,1.93,1.05
119,21,48.99,111.42,116.8,8.15,3.5
119,22,52.7,123.75,100.93,4.68,24.74
119,23,53.01,101.21,126.42,3.42,12.8
120,0,60.39,124.63,109.31,7.08,26.31
120,1,56.38,111.01,104.26,0.05,10.54
120,2,53.53,110.74,106.05,4.19,4.85
120,3,54.26,110.74,117.84,0.44,10.91
120,4,46.53,97.79,109.16,4.88,1.45
120,5,55.15,96.02,105.85,3.79,2.21
120,6,63.64,98.77,123.79,6.91,26.31
120,7,58.31,128.37,136.04,2.81,0.48
120,8,63.54,123.48,134.77,1.66,1.7
120,9,61.65,118.04,147.82,3.15,26.31
120,10,57.97,106.35,117.62,4.13,26.31
120,11,67.9,134.78,116.92,6.24,26.31
120,12,51.22,126.31,109.86,3.55,26.31
120,13,55.06,130.09,124.19,4.53,26.31
120,14,55.28,119.93,129.49,2.05,11.71
120,15,55.32,133.67,102.96,1.51,26.31
120,16,55.67,108.23,98.53,2.16,14.27
120,17,57.54,111.67,108.46,0.81,5.05
120,18,70.6,102.81,116.66,0.3,7.74
120,19,50.91,125.8,105.86,6.51,4.25
120,20,53.97,106.43,124.56,3.76,26.31
120,21,55.38,106.65,139.22,8.77,1.9
120,22,50.85,100.33,99.51,7.09,1.01
120,23,54.61,115.03,120.38,2.75,18.46
121,0,53.99,117.32,129.62,1.72,7.88
121,1,65.51,111.53,120.07,2.19,10.19
121,2,58.06,116.04,145.28,1.4,20.87
121,3,51.85,106.83,114.9,6.25,8.88
121,4,66.89,131.78,105.12,3.83,26.11
121,5,55.9,96.38,130.12,8.7,12.96
121,6,53.09,98.89,132.29,4.72,7.59
121,7,63.17,96.15,139.35,5.81,26.11
121,8,55.65,91.27,126.47,1.84,14.68
121,9,57.4,119.92,126.93,0.26,26.11
121,10,65.57,118.36,104.39,6.46,26.11
121,11,61.44,118.86,139.35,4.75,18.84
121,12,57.22,105.11,122.0,4.18,26.11
121,13,51.04,122.98,120.62,8.7,11.86
121,14,61.7,100.09,137.85,3.69,0.78
121,15,53.18,111.88,109.28,7.01,16.19
121,16,58.14,111.24,125.35,8.7,13.25
121,17,59.06,118.89,135.39,5.66,10.11
121,18,69.74,124.19,122.65,4.43,23.25
121,19,57.96,100.5,122.98,8.7,24.55
121,20,47.91,121.64,122.33,0.65,13.33
121,21,53.37,105.62,140.57,2.16,19.51
121,22,50.62,111.11,138.26,8.7,23.64
121,23,55.24,89.33,126.51,1.75,5.14
122,0,55.66,101.9,139.75,8.98,1.08
122,1,47.88,100.61,112.82,3.94,2.52
122,2,61.3,94.53,132.36,8.98,8.12
122,3,52.25,107.42,117.96,1.46,25.32
122,4,56.95,99.69,116.42,2.29,4.0
122,5,54.23,112.99,106.03,0.96,9.04
122,6,66.3,106.12,105.23,7.77,14.99
122,7,46.38,117.09,110.29,6.88,0.6
122,8,61.97,108.94,122.03,2.32,6.99
122,9,51.36,93.09,138.88,3.51,17.42
122,10,57.26,120.18,108.79,1.09,3.63
122,11,54.48,107.94,111.17,3.56,5.43
122,12,54.64,99.75,124.21,0.18,4.71
122,13,50.29,124.85,126.28,2.44,4.67
122,14,51.54,98.66,142.53,8.98,26.94
122,15,56.3,98.56,126.45,8.32,25.96
122,16,66.66,110.86,124.79,7.66,13.47
122,17,50.51,102.88,113.82,7.85,6.69
122,18,58.63,118.21,133.26,1.26,5.55
122,19,57.78,108.39,115.04,4.12,7.18
122,20,47.93,121.83,112.26,8.98,26.94
122,21,45.83,114.58,136.27,6.23,6.72
122,22,55.61,102.82,138.58,7.64,26.94
122,23,60.2,109.85,99.81,3.79,13.81
123,0,57.2,130.07,120.32,6.14,2.31
123,1,58.0,128.94,120.54,4.13,2.28
123,2,62.33,130.92,134.66,3.3,22.48
123,3,55.53,115.35,124.87,4.14,25.96
123,4,60.29,123.78,145.39,0.31,16.08
123,5,64.95,117.63,122.99,8.65,1.29
123,6,53.38,112.12,86.43,8.65,25.96
123,7,45.39,112.54,112.9,2.76,6.8
123,8,63.72,100.85,103.3,8.65,0.85
123,9,59.43,115.13,107.83,4.1,1.61
123,10,64.48,103.91,133.95,3.49,19.1
123,11,59.84,107.43,121.18,0.85,8.57
123,12,56.94,93.61,120.46,0.12,11.44
123,13,56.83,124.51,118.87,8.33,6.28
123,14,55.63,139.96,123.25,1.51,9.59
123,15,56.14,86.74,127.14,1.37,0.42
123,16,51.65,128.79,136.24,5.75,12.33
123,17,57.24,126.66,143.71,8.65,25.23
123,18,55.27,109.46,113.45,8.65,1.17
123,19,60.0,101.78,119.3,8.65,6.56
123,20,56.79,111.9,125.96,6.65,2.34
123,21,56.66,123.09,121.19,5.84,1.81
123,22,61.75,113.57,113.05,8.5,13.62
123,23,64.35,123.2,135.13,0.27,2.42
124,0,63.43,111.17,108.74,1.58,26.01
124,1,58.23,102.86,123.97,0.92,12.59
124,2,58.11,101.6,121.24,0.91,7.5
124,3,55.53,107.08,117.12,8.04,11.15
124,4,56.12,106.08,124.37,8.67,3.14
124,5,52.49,121.73,133.04,8.67,25.1
124,6,40.46,112.25,94.02,8.67,4.53
124,7,55.97,99.27,115.6,6.24,10.74
124,8,63.63,112.64,123.63,1.53,15.46
124,9,69.4,118.25,110.83,8.67,4.24
124,10,58.34,118.57,122.32,7.42,4.8
124,11,52.8,112.44,139.53,8.67,1.98
124,12,57.88,107.88,120.8,5.0,26.01
124,13,57.59,124.53,126.23,8.67,11.14
124,14,45.15,127.24,104.65,8.67,0.84
124,15,62.25,121.63,134.41,0.46,1.04
124,16,50.37,111.0,115.31,0.36,26.01
124,17,45.74,112.41,119.17,3.56,4.36
124,18,48.71,137.55,100.18,8.67,26.01
124,19,57.1,126.4,112.43,2.39,11.57
124,20,51.22,104.68,102.47,2.08,6.91
124,21,51.65,120.52,128.62,5.91,16.48
124,22,52.98,123.97,121.67,4.37,8.24
124,23,52.73,120.5,114.15,3.84,3.01
125,0,63.43,102.64,115.55,8.82,13.74
125,1,60.43,108.84,112.46,0.8,27.48
125,2,54.66,118.8,101.92,6.65,25.58
125,3,55.81,107.43,125.86,1.01,9.03
125,4,59.86,115.03,130.31,4.85,7.74
125,5,64.28,108.43,139.35,6.14,14.15
125,6,61.39,121.07,136.06,3.17,20.05
125,7,51.77,124.31,101.92,3.57,27.76
125,8,55.09,129.85,113.24,6.71,16.52
125,9,55.14,108.53,95.62,9.26,4.59
125,10,56.41,118.57,123.82,1.43,20.36
125,11,55.25,123.69,105.04,1.03,15.48
125,12,51.11,123.08,109.84,4.35,0.21
125,13,53.5,110.69,89.71,6.26,5.38
125,14,50.77,106.0,123.43,9.26,2.25
125,15,43.38,101.5,141.88,6.06,2.02
125,16,58.76,111.66,117.84,9.26,8.31
125,17,56.23,111.91,105.06,3.94,7.58
125,18,52.19,122.8,135.93,2.56,15.39
125,19,56.58,78.94,101.75,9.26,12.54
125,20,56.3,92.53,116.86,7.02,15.32
125,21,65.51,89.4,119.98,7.72,7.49
125,22,53.29,136.66,123.05,2.72,3.1
125,23,49.35,117.16,93.31,6.82,13.85
126,0,57.1,116.71,120.87,5.08,1.43
126,1,62.86,119.63,133.17,5.86,1.63
126,2,48.94,105.92,125.89,2.49,1.05
126,3,59.3,108.78,104.47,1.38,9.01
126,4,60.57,108.61,112.56,5.41,4.54
126,5,53.36,117.96,131.55,2.62,8.53
126,6,49.2,128.66,125.04,4.02,16.45
126,7,50.26,100.96,118.65,2.75,21.05
126,8,57.81,107.93,119.89,9.15,28.85
126,9,62.05,108.64,129.87,9.36,28.85
126,10,61.32,128.38,120.62,8.74,17.03
126,11,56.3,121.69,118.76,5.75,6.95
126,12,48.06,120.87,108.89,5.73,1.49
126,13,61.94,109.62,115.43,2.1,13.77
126,14,48.58,113.64,113.53,0.19,6.27
126,15,63.37,128.57,107.71,9.62,2.57
126,16,61.07,96.24,113.94,0.05,28.85
126,17,54.52,104.45,99.36,5.82,10.27
126,18,50.81,119.91,128.45,1.33,10.88
126,19,53.18,98.69,122.79,2.2,15.17
126,20,63.28,114.51,104.02,5.68,16.29
126,21,65.04,121.24,119.54,6.34,9.48
126,22,61.69,112.24,140.95,2.33,28.83
126,23,66.92,110.55,116.04,5.01,21.28
127,0,56.3,118.66,113.92,4.52,16.46
127,1,67.63,110.64,120.11,1.26,11.91
127,2,59.41,104.76,123.96,9.53,4.73
127,3,58.52,98.46,126.21,6.59,18.07
127,4,47.42,111.9,158.32,2.7,6.09
127,5,58.0,117.4,143.73,6.36,2.69
127,6,54.42,112.71,117.13,1.54,28.59
127,7,53.12,87.49,116.67,1.3,5.73
127,8,56.55,115.98,98.24,9.53,12.82
127,9,53.64,109.73,113.64,9.53,17.36
127,10,61.29,103.68,119.6,3.59,18.62
127,11,49.74,104.57,127.44,4.16,6.83
127,12,55.74,95.57,109.79,7.77,14.49
127,13,54.49,118.73,114.9,2.96,3.97
127,14,67.89,101.4,130.85,6.6,0.11
127,15,64.38,110.44,129.04,1.39,8.32
127,16,53.06,113.74,127.24,1.8,6.6
127,17,66.43,107.01,132.74,1.14,5.92
127,18,52.23,86.52,94.79,3.62,28.59
127,19,56.0,125.05,137.94,0.78,13.13
127,20,62.84,113.13,115.36,8.82,19.18
127,21,57.51,107.04,130.93,9.53,18.03
127,22,59.52,106.5,130.45,1.99,13.54
127,23,56.16,100.53,126.76,1.54,28.59
128,0,51.57,128.94,133.25,4.29,14.5
128,1,59.3,147.03,128.71,1.22,27.15
128,2,54.91,97.19,127.24,9.05,11.6
128,3,63.59,127.09,127.87,9.05,18.33
128,4,54.42,106.57,109.98,1.66,19.61
128,5,55.64,116.35,126.38,1.62,5.81
128,6,55.85,105.41,134.52,1.71,1.6
128,7,54.71,125.96,108.5,5.73,7.06
128,8,52.44,91.75,113.96,9.05,0.01
128,9,64.14,102.27,130.88,0.44,27.15
128,10,55.92,118.77,126.05,0.27,11.69
128,11,61.39,126.61,117.78,2.7,20.52
128,12,57.19,110.87,140.81,0.1,20.54
128,13,52.39,106.33,127.78,3.23,13.78
128,14,63.24,83.11,104.23,3.98,18.19
128,15,59.35,128.91,121.47,3.74,27.15
128,16,51.31,116.5,123.96,1.88,8.82
128,17,55.84,120.65,113.14,2.14,25.24
128,18,47.51,95.31,107.85,7.15,23.15
128,19,54.76,97.96,151.01,7.18,5.94
128,20,56.13,129.79,115.45,4.42,27.15
128,21,63.12,122.31,105.54,2.39,13.21
128,22,46.12,111.21,115.1,0.83,13.03
128,23,50.52,131.6,114.3,9.05,5.68
129,0,54.88,88.47,101.7,9.32,16.4
129,1,67.49,95.16,127.16,0.39,5.88
129,2,40.02,115.64,113.7,8.52,17.42
129,3,52.64,95.05,136.86,0.34,6.5
129,4,49.96,117.0,120.88,4.93,9.81
129,5,56.63,97.86,110.73,3.34,14.51
129,6,56.19,135.9,111.84,4.94,11.14
129,7,52.44,123.39,110.41,3.63,1.14
129,8,61.66,121.7,121.95,3.95,6.78
129,9,51.75,98.71,125.65,2.38,27.96
129,10,49.3,102.12,105.86,9.32,27.96
129,11,50.63,116.59,130.97,2.13,8.56
129,12,65.32,119.89,123.81,2.65,3.04
129,13,51.35,110.36,130.12,3.48,6.24
129,14,61.06,103.43,110.91,0.67,19.68
129,15,62.94,93.38,126.96,5.69,2.25
129,16,57.98,111.99,106.91,1.2,27.96
129,17,54.65,131.74,118.47,4.16,1.64
129,18,54.95,121.58,126.22,5.0,2.99
129,19,47.2,122.32,133.01,5.89,20.26
129,20,54.88,119.75,125.12,2.1,15.56
129,21,67.37,112.13,108.93,3.42,5.07
129,22,48.4,118.09,124.01,2.58,17.72
129,23,58.87,108.76,112.01,0.92,2.27
130,0,48.8,122.62,106.33,7.04,14.7
130,1,51.14,120.5,139.45,4.59,25.85
130,2,61.44,123.4,114.85,0.16,3.38
130,3,47.45,100.54,114.95,8.62,6.71
130,4,54.14,116.52,129.83,1.43,19.44
130,5,54.87,118.17,115.01,8.62,19.37
130,6,53.61,119.6,123.39,8.62,0.15
130,7,60.49,112.62,112.26,8.18,0.55
130,8,56.89,134.18,96.99,7.5,25.85
130,9,55.53,141.18,130.85,8.62,14.08
130,10,51.88,118.42,112.86,2.56,0.88
130,11,45.43,108.77,130.49,8.62,7.54
130,12,49.82,120.98,118.56,2.58,9.99
130,13,69.27,94.27,112.42,8.62,7.39
130,14,51.03,115.21,124.46,2.51,5.83
130,15,60.04,105.75,128.73,2.66,18.4
130,16,63.68,113.62,110.38,2.61,4.53
130,17,56.78,98.42,111.62,2.91,5.8
130,18,53.47,108.52,135.1,1.91,25.85
130,19,54.45,108.78,149.24,8.62,10.62
130,20,49.94,123.96,120.14,5.6,25.85
130,21,51.45,101.51,119.3,7.79,11.25
130,22,36.56,114.17,99.85,1.73,0.26
130,23,55.18,114.31,118.58,1.82,11.48
131,0,57.06,124.59,135.0,9.41,19.46
131,1,56.33,104.13,109.05,0.3,6.96
131,2,50.18,128.77,125.48,3.45,25.25
131,3,57.86,121.15,109.97,0.88,12.73
131,4,46.99,123.17,136.97,1.52,9.03
131,5,60.31,117.26,126.54,4.12,18.89
131,6,54.02,92.06,150.58,3.5,28.23
131,7,57.37,80.87,121.44,3.45,28.23
131,8,53.5,114.19,124.86,5.41,20.39
131,9,63.46,113.98,124.03,5.47,20.13
131,10,56.51,124.83,152.45,7.06,28.23
131,11,46.96,95.23,117.73,1.86,5.31
131,12,54.04,108.82,130.21,6.6,5.57
131,13,57.9,121.65,133.59,6.09,10.71
131,14,52.54,101.69,124.68,1.02,1.96
131,15,53.58,108.57,110.59,6.15,6.52
131,16,54.68,121.88,102.06,1.69,10.53
131,17,56.06,118.95,123.82,9.41,25.04
131,18,39.1,120.39,119.03,6.05,23.95
131,19,57.15,120.38,124.28,9.41,5.97
131,20,57.67,119.47,124.02,7.47,1.71
131,21,60.9,115.58,130.93,0.88,28.23
131,22,57.89,127.95,128.75,0.37,0.21
131,23,52.16,101.79,118.35,2.11,22.97
132,0,52.98,112.93,117.02,9.2,5.1
132,1,53.43,92.7,107.7,7.15,2.22
132,2,50.03,113.15,107.28,4.09,13.17
132,3,52.36,98.1,114.45,4.23,4.26
132,4,53.46,131.79,134.33,3.31,5.79
132,5,56.92,98.0,127.48,0.66,4.49
132,6,45.71,116.05,138.42,0.87,18.1
132,7,54.22,96.99,120.33,1.46,8.21
132,8,52.62,135.62,115.13,1.3,5.64
132,9,48.16,115.91,98.12,9.2,6.14
132,10,52.93,122.69,110.99,4.85,0.17
132,11,66.34,109.41,99.88,9.2,7.13
132,12,41.84,111.42,130.73,0.81,8.95
132,13,55.6,132.35,131.24,6.73,11.82
132,14,57.45,92.55,105.58,9.2,3.78
132,15,57.13,119.19,109.21,9.2,27.6
132,16,64.5,117.36,110.17,2.11,8.32
132,17,53.21,104.21,121.46,9.2,18.0
132,18,59.87,113.38,128.81,3.07,14.06
132,19,61.87,87.07,108.47,2.15,2.98
132,20,54.98,104.56,124.27,1.04,27.6
132,21,60.9,93.47,118.07,2.46,13.69
132,22,62.67,132.55,142.92,9.2,8.85
132,23,59.61,138.62,127.6,2.7,27.6
133,0,53.45,99.23,94.96,0.45,13.67
133,1,56.1,91.91,129.51,0.86,2.27
133,2,58.9,90.27,110.82,2.86,1.56
133,3,58.8,124.25,112.17,8.73,15.94
133,4,60.62,115.81,120.1,8.73,5.15
133,5,62.32,111.23,116.21,8.73,9.49
133,6,50.37,108.89,141.4,4.03,4.28
133,7,53.37,122.09,123.21,6.43,8.28
133,8,50.21,101.02,117.86,7.27,26.18
133,9,50.28,106.38,142.47,2.95,17.73
133,10,50.77,128.47,117.22,3.56,26.18
133,11,57.21,133.65,105.49,3.31,9.3
133,12,62.9,105.66,128.16,4.66,7.07
133,13,53.1,96.38,141.72,8.73,26.18
133,14,59.9,101.4,109.82,1.19,16.47
133,15,59.13,115.69,147.14,8.73,4.62
133,16,56.11,99.27,118.34,0.35,5.22
133,17,56.39,116.34,124.33,2.12,0.59
133,18,66.72,112.55,122.47,3.39,2.51
133,19,50.27,103.88,110.94,7.32,26.18
133,20,52.47,114.88,125.9,1.89,18.66
133,21,60.93,121.2,115.0,3.35,0.07
133,22,51.02,126.04,118.78,5.8,23.19
133,23,50.7,119.33,118.9,4.5,5.94
134,0,58.98,113.23,120.89,2.47,26.44
134,1,45.3,111.15,132.28,2.8,15.63
134,2,51.65,111.46,120.77,0.73,5.62
134,3,60.57,105.39,128.36,6.44,2.38
134,4,56.54,119.12,125.4,2.34,8.48
134,5,52.08,119.32,110.23,3.08,21.64
134,6,50.05,115.13,132.92,2.97,26.44
134,7,51.82,122.37,117.59,2.48,15.08
134,8,58.36,110.23,115.72,5.28,1.52
134,9,55.51,108.6,116.08,6.01,0.45
134,10,45.93,99.21,106.85,1.68,10.93
134,11,58.26,94.15,131.91,0.07,24.34
134,12,55.37,107.23,104.75,1.19,11.91
134,13,59.68,110.34,135.78,0.2,3.86
134,14,50.98,107.12,118.52,8.53,18.25
134,15,51.47,116.14,110.0,1.99,6.88
134,16,55.24,115.19,139.7,7.68,12.89
