Sample_Number,Hour,Load_L1,Load_L2,Load_L3,Wind_W1,Wind_W2
298,6,112,56,112,10,30
298,7,112,56,120,30,30
298,8,112,112,56,10,30
298,9,56,112,112,10,30
298,10,56,112,56,30,30
298,11,112,112,56,10,10
298,12,120,112,56,10,10
298,13,112,112,112,10,30
298,14,112,56,56,10,10
298,15,120,56,56,10,30
298,16,120,56,112,30,30
298,17,56,56,120,30,30
298,18,120,112,120,10,30
298,19,120,120,120,10,30
298,20,112,112,56,30,10
298,21,56,112,112,10,30
298,22,56,112,56,30,10
298,23,120,112,120,10,30
298,24,56,120,56,10,30
299,1,56,56,120,10,10
299,2,120,56,112,30,30
299,3,112,120,56,10,30
299,4,120,56,112,30,10
299,5,120,120,112,10,10
299,6,112,120,56,30,30
299,7,120,120,56,30,30
299,8,120,56,112,30,10
299,9,56,56,56,10,10
299,10,112,112,112,10,10
299,11,120,112,120,10,30
299,12,120,56,112,10,10
299,13,120,56,112,30,10
299,14,120,120,120,10,10
299,15,56,56,112,30,10
299,16,112,112,120,10,10
299,17,120,56,56,30,10
299,18,120,120,56,10,30
299,19,56,112,120,10,10
299,20,120,112,112,10,10
299,21,56,120,56,30,10
299,22,112,120,112,10,30
299,23,112,112,56,30,30
299,24,56,112,120,10,30
300,1,112,112,120,10,10
300,2,112,120,120,10,30
300,3,56,112,112,30,30
300,4,120,56,112,30,30
300,5,120,56,56,30,30
300,6,120,112,56,10,30
300,7,120,56,120,10,30
300,8,56,56,112,30,30
300,9,120,56,56,30,10
300,10,120,56,120,10,10
300,11,112,112,112,10,10
300,12,112,120,56,10,30
300,13,112,112,120,10,10
300,14,120,120,120,30,30
300,15,56,56,56,30,30
300,16,112,112,112,10,30
300,17,56,112,120,30,30
300,18,120,56,120,30,10
300,19,56,120,112,10,10
300,20,56,112,112,10,30
300,21,56,56,56,30,10
300,22,112,112,112,30,30
300,23,120,120,56,30,10
300,24,56,120,120,10,30
301,1,112,120,112,10,10
301,2,56,120,56,30,10
301,3,56,120,120,10,10
301,4,112,120,56,10,30
301,5,120,120,112,30,30
301,6,112,56,120,10,30
301,7,56,56,56,30,10
301,8,120,56,56,10,10
301,9,120,56,56,30,10
301,10,112,112,112,10,30
301,11,112,112,56,30,10
301,12,120,112,56,30,30
301,13,56,112,56,10,30
301,14,112,112,112,30,10
301,15,120,120,56,30,30
301,16,120,56,112,30,30
301,17,120,56,112,10,10
301,18,56,120,56,10,30
301,19,56,120,56,10,30
301,20,120,56,56,30,10
301,21,56,120,120,30,30
301,22,56,120,56,10,30
301,23,56,56,112,30,10
301,24,120,120,112,10,30
302,1,56,120,120,10,30
302,2,56,112,56,10,10
302,3,120,56,112,10,10
302,4,120,112,56,30,30
302,5,112,112,56,30,30
302,6,112,56,120,30,30
302,7,56,56,56,10,30
302,8,56,56,112,10,10
302,9,112,56,120,10,10
302,10,56,56,56,10,10
302,11,56,56,112,10,10
302,12,56,56,120,30,10
302,13,120,56,120,30,30
302,14,112,112,112,30,30
302,15,120,112,120,10,10
302,16,112,112,112,10,30
302,17,56,56,56,30,10
302,18,120,120,120,10,10
302,19,112,112,120,10,10
302,20,112,112,112,10,30
302,21,56,120,56,10,10
302,22,120,56,112,10,30
302,23,112,112,56,30,10
302,24,56,56,120,30,10
303,1,112,56,120,10,30
303,2,56,56,56,10,10
303,3,112,112,56,30,30
303,4,112,112,120,10,30
303,5,112,56,56,30,30
303,6,120,112,112,10,30
303,7,112,56,112,30,30
303,8,120,56,120,30,10
303,9,112,56,120,30,10
303,10,120,56,120,10,10
303,11,56,120,120,10,10
303,12,112,120,56,10,10
303,13,112,120,120,10,10
303,14,56,56,112,10,30
303,15,112,112,56,10,30
303,16,56,56,112,30,10
303,17,112,120,56,10,30
303,18,120,56,112,30,30
303,19,120,56,112,30,30
303,20,112,112,120,30,10
303,21,120,56,112,30,30
303,22,112,56,112,10,10
303,23,56,120,120,30,30
303,24,120,112,112,10,30
304,1,120,112,112,10,10
304,2,56,112,56,10,10
304,3,112,120,120,10,10
304,4,56,56,112,10,30
304,5,56,56,56,10,30
304,6,120,112,56,10,30
304,7,120,56,120,10,10
304,8,112,120,112,10,10
304,9,120,120,120,30,10
304,10,112,112,56,10,30
304,11,112,112,56,30,10
304,12,120,112,112,30,10
304,13,112,112,112,10,30
304,14,56,112,56,30,10
304,15,56,112,112,30,30
304,16,120,56,120,30,10
304,17,56,112,112,10,30
304,18,56,112,120,30,10
304,19,112,56,56,30,10
304,20,112,112,120,30,30
304,21,112,112,56,10,30
304,22,112,120,112,10,10
304,23,120,112,120,10,10
304,24,120,120,112,30,30
305,1,120,56,120,30,30
305,2,120,120,56,30,10
305,3,112,56,112,10,30
305,4,112,112,112,30,30
305,5,112,120,56,10,10
305,6,56,56,120,30,30
305,7,120,120,56,10,30
305,8,112,112,56,30,10
305,9,120,120,56,30,10
305,10,112,56,120,30,10
305,11,56,120,112,30,10
305,12,120,112,112,30,10
305,13,120,112,56,30,30
305,14,120,56,112,10,10
305,15,56,56,120,10,10
305,16,112,56,56,10,30
305,17,56,56,56,10,10
305,18,120,112,112,10,10
305,19,112,120,56,30,10
305,20,120,120,56,10,30
305,21,56,120,112,10,30
305,22,56,120,56,10,30
305,23,112,56,120,10,10
305,24,56,112,120,10,10
306,1,120,56,56,30,10
306,2,56,120,120,30,30
306,3,120,112,112,10,10
306,4,112,56,56,30,10
306,5,112,120,112,10,30
306,6,56,120,112,30,10
306,7,56,56,112,10,30
306,8,56,112,120,10,30
306,9,120,112,112,30,10
306,10,56,56,120,10,10
306,11,112,120,112,10,30
306,12,112,120,120,30,30
306,13,56,112,120,30,10
306,14,112,112,120,30,30
306,15,56,112,56,10,10
306,16,120,112,112,10,10
306,17,56,120,56,30,30
306,18,120,112,112,30,10
306,19,120,112,112,10,10
306,20,56,56,120,10,10
306,21,112,56,112,10,30
306,22,56,56,56,10,10
306,23,120,112,112,30,30
306,24,112,120,120,30,10
307,1,112,112,120,10,10
307,2,112,56,120,30,30
307,3,112,112,120,10,30
307,4,120,56,56,30,10
307,5,56,112,56,10,10
307,6,120,56,112,10,10
307,7,120,120,56,10,10
307,8,120,56,112,10,10
307,9,56,56,112,10,30
307,10,112,112,120,10,10
307,11,112,56,56,10,10
307,12,120,56,56,30,10
307,13,120,120,112,10,10
307,14,56,120,56,10,30
307,15,112,112,120,10,30
307,16,120,112,56,30,30
307,17,112,56,120,10,30
307,18,112,56,112,10,10
307,19,112,56,56,10,30
307,20,112,56,56,10,10
307,21,56,112,112,30,30
307,22,56,56,56,30,10
307,23,112,120,112,10,10
307,24,120,120,56,10,10
308,1,120,56,56,30,30
308,2,112,112,56,10,30
308,3,56,112,120,30,10
308,4,56,120,120,30,30
308,5,56,120,56,10,30
308,6,112,112,56,10,30
308,7,112,120,120,30,30
308,8,56,120,120,10,10
308,9,120,120,56,10,10
308,10,112,56,120,30,10
308,11,56,56,112,30,10
308,12,56,56,112,30,30
308,13,120,112,120,30,30
308,14,120,56,112,10,10
308,15,120,112,56,10,10
308,16,120,112,120,30,30
308,17,120,56,56,10,30
308,18,120,112,112,10,10
308,19,56,56,120,10,30
308,20,120,56,56,30,30
308,21,120,56,56,30,10
308,22,56,56,112,10,30
308,23,56,56,120,30,10
308,24,120,120,120,30,30
309,1,120,112,120,10,30
309,2,120,56,112,30,30
309,3,120,112,112,10,30
309,4,112,56,56,30,30
309,5,120,112,112,30,30
309,6,56,120,112,10,10
309,7,56,112,56,30,30
309,8,56,120,56,10,10
309,9,56,120,112,10,30
309,10,112,112,56,10,30
309,11,112,112,120,30,10
309,12,56,120,120,30,10
309,13,112,120,112,30,30
309,14,56,112,112,10,10
309,15,112,56,56,30,30
309,16,56,112,120,30,30
309,17,120,112,120,30,10
309,18,56,112,120,30,30
309,19,56,120,112,30,10
309,20,56,120,56,30,30
309,21,120,112,56,30,30
309,22,112,112,112,30,30
309,23,56,56,120,30,30
309,24,112,120,56,10,10
310,1,120,120,56,30,30
310,2,112,120,112,10,30
310,3,120,112,120,30,30
310,4,120,56,112,30,10
310,5,56,120,120,10,10
310,6,112,120,56,30,30
310,7,120,56,120,10,30
310,8,56,56,120,10,10
310,9,120,112,120,10,10
310,10,56,120,112,10,30
310,11,56,120,120,30,30
310,12,112,120,56,10,10
310,13,56,112,120,10,30
310,14,56,112,56,10,30
310,15,112,56,112,30,30
310,16,120,120,120,30,10
310,17,56,120,56,30,10
310,18,112,120,120,10,10
310,19,112,56,120,30,10
310,20,120,120,120,30,10
310,21,56,120,56,10,30
310,22,112,56,112,10,10
310,23,112,120,56,10,10
310,24,56,56,120,10,10
311,1,120,112,112,10,10
311,2,56,120,112,30,10
311,3,112,56,112,10,30
311,4,56,112,112,30,10
311,5,112,112,56,30,10
311,6,120,120,120,10,30
311,7,56,56,112,10,10
311,8,120,56,112,10,30
311,9,56,120,112,10,30
311,10,56,56,56,30,10
311,11,56,112,120,10,30
311,12,120,56,112,30,30
311,13,112,112,56,30,10
311,14,120,112,112,30,30
311,15,56,56,120,10,30
311,16,112,56,112,30,10
311,17,120,56,56,10,30
311,18,56,112,120,30,10
311,19,120,56,56,10,10
311,20,112,112,120,10,10
311,21,120,112,56,30,30
311,22,56,112,112,10,10
311,23,56,120,56,10,30
311,24,56,56,120,10,10
312,1,112,120,120,30,30
312,2,112,56,56,10,10
312,3,112,120,112,10,10
312,4,56,120,120,30,30
312,5,120,56,120,30,10
312,6,112,56,120,10,10
312,7,112,112,120,10,30
312,8,112,112,56,10,10
312,9,112,112,112,10,10
312,10,56,112,120,30,10
312,11,120,120,120,10,30
312,12,56,56,56,10,30
312,13,120,112,56,10,30
312,14,112,56,56,30,10
312,15,112,120,120,30,30
312,16,56,56,56,10,10
312,17,120,120,120,10,10
312,18,120,120,112,30,10
312,19,112,120,120,10,10
312,20,112,112,112,10,30
312,21,56,120,120,10,10
312,22,120,56,120,30,10
312,23,120,112,112,10,10
312,24,120,112,112,30,30
313,1,112,56,56,10,10
313,2,120,56,56,10,30
313,3,112,112,56,10,10
313,4,120,56,56,30,30
313,5,120,56,56,10,10
313,6,120,120,120,30,30
313,7,120,112,56,10,10
313,8,120,120,120,10,30
313,9,120,120,112,10,30
313,10,120,112,120,10,30
313,11,56,112,56,10,30
313,12,120,120,56,10,30
313,13,120,120,56,10,30
313,14,120,120,120,10,30
313,15,56,56,56,10,30
313,16,56,120,56,10,10
313,17,120,56,112,30,30
313,18,56,112,56,30,10
313,19,120,56,120,30,30
313,20,120,56,120,30,30
313,21,112,120,120,30,10
313,22,56,120,56,10,10
313,23,112,56,56,30,30
313,24,120,112,120,30,10
314,1,120,112,120,30,10
314,2,112,56,120,30,30
314,3,56,56,112,10,10
314,4,120,120,56,10,10
314,5,56,56,112,30,30
314,6,120,56,120,10,10
314,7,112,120,112,30,30
314,8,120,112,120,10,30
314,9,56,120,120,10,30
314,10,120,56,56,10,30
314,11,112,56,112,30,10
314,12,56,120,112,10,10
314,13,112,112,112,30,30
314,14,120,112,56,10,30
314,15,112,120,56,30,30
314,16,120,112,112,10,10
314,17,112,112,112,10,30
314,18,120,112,120,10,30
314,19,112,112,120,10,30
314,20,120,120,112,10,10
314,21,112,120,120,10,30
314,22,120,56,120,10,30
314,23,112,56,112,30,10
314,24,112,56,112,10,30
315,1,112,112,120,30,10
315,2,56,56,56,10,30
315,3,56,120,112,10,30
315,4,112,112,120,10,10
315,5,56,112,120,10,30
315,6,112,120,120,30,30
315,7,120,112,120,30,30
315,8,56,112,112,30,10
315,9,112,120,112,10,10
315,10,56,112,56,30,10
315,11,56,56,112,10,10
315,12,120,112,56,30,10
315,13,56,56,112,30,10
315,14,120,112,120,30,10
315,15,120,120,112,30,30
315,16,120,120,120,30,30
315,17,56,56,112,30,10
315,18,112,112,56,30,10
315,19,56,120,56,10,30
315,20,56,112,120,10,30
315,21,112,120,112,30,10
315,22,112,56,120,10,30
315,23,112,112,56,30,30
315,24,120,56,120,10,10
316,1,120,112,112,10,10
316,2,120,56,120,10,30
316,3,120,112,56,30,10
316,4,56,56,112,10,10
316,5,112,56,120,10,30
316,6,120,112,112,30,30
316,7,112,112,112,10,30
316,8,56,112,112,30,10
316,9,56,112,120,10,30
316,10,120,112,112,30,30
316,11,120,120,56,10,30
316,12,112,112,56,30,30
316,13,56,120,112,10,10
316,14,120,120,56,30,30
316,15,56,120,112,30,10
316,16,112,120,112,10,30
316,17,112,112,120,30,10
316,18,56,112,112,30,10
316,19,120,56,56,10,10
316,20,120,56,112,10,30
316,21,120,56,56,10,30
316,22,112,120,56,10,30
316,23,112,56,56,10,10
316,24,56,56,120,30,30
317,1,112,112,120,30,10
317,2,56,112,112,30,10
317,3,120,120,56,10,30
317,4,56,112,120,10,30
317,5,56,120,112,10,10
317,6,56,120,56,30,30
317,7,120,56,112,10,30
317,8,112,120,120,30,10
317,9,56,120,112,30,30
317,10,120,56,112,30,30
317,11,56,56,120,30,10
317,12,112,112,120,30,30
317,13,112,56,112,30,30
317,14,112,56,112,30,30
317,15,56,112,112,30,30
317,16,112,56,120,10,30
317,17,120,112,112,10,30
317,18,56,112,120,30,10
317,19,56,120,56,10,30
317,20,112,120,56,10,30
317,21,120,56,56,10,10
317,22,120,56,56,30,30
317,23,112,56,56,30,30
317,24,56,120,112,10,30
318,1,56,120,120,10,10
318,2,56,120,56,30,10
318,3,112,112,120,10,10
318,4,112,120,120,30,10
318,5,120,56,120,30,30
318,6,56,120,56,10,10
318,7,56,120,120,30,30
318,8,56,120,56,10,10
318,9,120,120,120,10,10
318,10,120,112,112,30,10
318,11,56,112,56,10,30
318,12,120,120,56,10,10
318,13,112,56,112,10,10
318,14,56,56,56,30,10
318,15,112,112,120,10,10
318,16,112,112,120,10,10
318,17,112,56,56,10,10
318,18,56,120,120,10,30
318,19,120,112,112,30,10
318,20,112,112,56,30,30
318,21,120,56,56,30,30
318,22,120,112,120,30,30
318,23,120,120,112,30,10
318,24,56,112,112,10,30
319,1,120,120,120,30,10
319,2,112,112,112,30,10
319,3,112,56,56,10,30
319,4,112,112,56,10,30
319,5,56,120,120,10,10
319,6,120,56,112,10,10
319,7,112,112,56,10,30
319,8,56,56,56,10,10
319,9,56,120,56,30,10
319,10,112,120,120,30,10
319,11,56,112,56,10,10
319,12,112,112,120,30,30
319,13,120,112,120,30,30
319,14,56,120,120,30,30
319,15,112,56,112,30,10
319,16,120,56,112,30,30
319,17,56,112,112,30,30
319,18,56,56,112,30,10
319,19,56,56,120,10,30
319,20,120,120,112,30,30
319,21,56,56,120,10,30
319,22,56,56,112,30,10
319,23,120,56,56,10,10
319,24,56,120,56,10,10
320,1,112,56,56,30,10
320,2,112,56,112,10,10
320,3,112,120,120,30,10
320,4,56,112,112,30,30
320,5,120,120,112,30,10
320,6,56,112,112,10,10
320,7,56,120,120,10,30
320,8,112,120,56,30,30
320,9,56,120,112,30,10
320,10,56,112,56,30,10
320,11,120,56,112,30,30
320,12,56,120,112,30,10
320,13,112,112,120,10,10
320,14,120,112,112,10,30
320,15,112,120,112,10,30
320,16,112,120,56,30,30
320,17,56,56,112,10,30
320,18,120,112,56,30,10
320,19,120,56,120,10,30
320,20,120,112,120,10,10
320,21,112,112,120,10,10
320,22,56,120,120,10,30
320,23,120,56,56,10,30
320,24,56,112,56,30,30
321,1,120,56,112,30,10
321,2,112,56,56,30,10
321,3,112,120,112,30,10
321,4,120,56,120,10,30
321,5,120,56,56,30,30
321,6,56,112,56,10,10
321,7,120,120,112,30,30
321,8,112,56,120,30,10
321,9,112,120,112,30,30
321,10,120,56,56,30,30
321,11,112,120,56,10,10
321,12,56,112,56,10,10
321,13,112,56,112,10,30
321,14,112,56,56,10,30
321,15,56,56,120,10,10
321,16,120,120,112,30,30
321,17,56,56,112,10,30
321,18,120,56,56,30,10
321,19,112,56,56,10,30
321,20,56,112,56,30,10
321,21,112,56,120,30,10
321,22,120,112,112,30,30
321,23,112,120,56,10,10
321,24,120,120,120,10,10
322,1,120,56,120,10,10
322,2,120,56,56,10,30
322,3,112,56,56,30,30
322,4,120,56,112,10,30
322,5,56,56,56,10,30
322,6,112,112,112,30,30
322,7,120,112,120,30,30
322,8,56,56,56,10,30
322,9,112,112,56,30,10
322,10,112,120,112,30,30
322,11,120,56,120,30,10
322,12,120,120,120,30,30
322,13,112,120,56,10,30
322,14,56,56,56,10,30
322,15,112,56,112,30,30
322,16,112,56,56,10,30
322,17,56,112,120,10,10
322,18,112,120,56,30,10
322,19,112,56,120,30,30
322,20,112,112,120,30,10
322,21,112,56,112,10,10
322,22,120,112,120,10,10
322,23,120,120,120,30,10
322,24,56,112,56,30,10
323,1,56,112,56,30,30
323,2,56,112,120,10,10
323,3,120,120,120,10,30
323,4,120,120,56,10,10
323,5,112,120,112,30,10
323,6,112,56,56,30,30
323,7,120,120,112,30,30
323,8,112,120,56,10,30
323,9,120,56,120,30,30
323,10,112,112,112,30,30
323,11,120,120,120,10,10
323,12,56,120,120,30,30
323,13,112,56,112,10,30
323,14,120,56,120,10,30
323,15,56,112,120,10,10
323,16,112,120,56,10,10
323,17,112,120,112,10,30
323,18,112,120,112,10,30
323,19,120,120,56,30,30
323,20,120,120,112,10,10
323,21,56,120,120,30,30
323,22,56,56,120,10,30
323,23,120,56,112,10,10
323,24,120,56,56,10,10
324,1,112,56,112,30,10
324,2,120,120,56,30,10
324,3,112,120,56,30,30
324,4,56,112,120,30,30
324,5,120,120,112,10,10
324,6,120,112,56,10,30
324,7,120,112,112,30,10
324,8,56,112,56,10,30
324,9,112,56,112,10,30
324,10,56,56,120,30,10
324,11,112,112,112,30,30
324,12,120,112,112,10,30
324,13,56,112,56,30,30
324,14,56,112,112,30,30
324,15,112,112,120,10,30
324,16,120,120,120,30,10
324,17,112,112,120,30,10
324,18,112,112,112,30,30
324,19,112,56,112,30,10
324,20,120,112,56,30,10
324,21,56,120,120,10,10
324,22,56,112,112,30,10
324,23,112,120,56,10,10
324,24,112,56,112,10,10
325,1,56,120,120,30,30
325,2,120,112,56,30,10
325,3,120,56,56,10,10
325,4,56,120,120,30,10
325,5,56,56,112,10,30
325,6,120,120,120,10,10
325,7,120,112,112,30,30
325,8,112,112,112,30,10
325,9,120,120,112,10,30
325,10,120,120,112,30,30
325,11,120,112,120,10,10
325,12,120,112,112,30,10
325,13,56,112,112,10,10
325,14,112,120,120,10,30
325,15,120,56,56,30,10
325,16,56,112,112,30,30
325,17,120,112,56,30,30
325,18,112,56,112,10,30
325,19,120,112,56,10,10
325,20,112,120,112,10,10
325,21,120,56,56,10,30
325,22,112,112,120,30,10
325,23,112,56,112,10,10
325,24,56,56,120,10,30
326,1,56,56,112,10,30
326,2,120,112,56,10,30
326,3,120,56,120,10,10
326,4,120,56,56,30,30
326,5,120,112,120,10,10
326,6,112,120,112,10,30
326,7,56,56,112,30,30
326,8,112,120,56,10,30
326,9,56,56,56,30,30
326,10,112,112,56,10,30
326,11,112,112,56,10,10
326,12,120,112,112,30,10
326,13,120,112,112,10,10
326,14,112,56,112,10,10
326,15,56,120,112,30,10
326,16,120,120,56,10,10
326,17,112,56,56,30,30
326,18,56,56,56,10,30
326,19,120,120,56,30,10
326,20,120,56,120,30,10
326,21,112,56,120,10,10
326,22,56,120,56,30,30
326,23,120,120,120,10,10
326,24,56,112,120,10,30
327,1,120,112,112,30,10
327,2,56,120,112,10,10
327,3,112,56,112,30,30
327,4,56,120,120,30,10
327,5,112,120,120,10,10
327,6,56,56,112,30,30
327,7,120,120,112,10,10
327,8,56,56,112,10,10
327,9,120,120,120,10,30
327,10,120,120,112,30,10
327,11,56,120,56,30,30
327,12,120,120,56,10,10
327,13,112,120,56,10,10
327,14,120,120,56,30,30
327,15,56,112,120,30,10
327,16,112,56,120,10,30
327,17,112,112,112,10,10
327,18,112,112,112,30,10
327,19,112,120,112,10,30
327,20,120,56,120,30,30
327,21,56,120,112,30,10
327,22,120,56,112,10,30
327,23,120,120,112,10,10
327,24,112,120,112,10,30
328,1,56,112,56,30,30
328,2,120,56,112,30,10
328,3,120,112,56,10,10
328,4,56,120,56,10,10
328,5,56,112,112,30,30
328,6,56,120,112,10,30
328,7,112,56,120,10,10
328,8,56,120,112,10,10
328,9,120,112,120,10,30
328,10,56,112,56,10,10
328,11,112,56,112,30,30
328,12,120,112,56,10,10
328,13,112,112,120,30,30
328,14,120,120,56,10,30
328,15,120,112,112,30,10
328,16,120,112,120,30,10
328,17,112,56,56,10,30
328,18,112,120,120,10,10
328,19,56,120,120,30,10
328,20,56,56,112,30,10
328,21,56,120,112,10,10
328,22,56,56,112,10,10
328,23,120,112,120,10,30
328,24,120,120,56,30,10
329,1,120,56,112,30,10
329,2,112,120,112,30,10
329,3,120,56,112,30,10
329,4,112,120,56,30,10
329,5,56,112,120,30,10
329,6,112,112,120,10,10
329,7,56,56,56,30,30
329,8,56,120,112,10,10
329,9,112,120,56,30,30
329,10,56,56,120,30,10
329,11,56,112,56,10,30
329,12,112,112,120,30,10
329,13,120,112,56,10,10
329,14,56,112,112,10,10
329,15,56,112,120,10,10
329,16,120,112,56,30,30
329,17,112,56,56,30,10
329,18,112,120,120,30,30
329,19,120,112,56,30,30
329,20,112,120,56,10,10
329,21,120,56,120,30,10
329,22,56,56,56,10,30
329,23,120,112,120,30,10
329,24,120,112,56,30,10
330,1,56,56,112,30,10
330,2,112,56,56,30,10
330,3,120,56,112,10,30
330,4,56,112,56,10,10
330,5,112,56,56,10,30
330,6,112,120,112,30,10
330,7,120,112,120,30,30
330,8,112,120,56,30,10
330,9,112,56,56,10,10
330,10,112,56,112,30,10
330,11,56,120,56,10,10
330,12,120,56,120,10,30
330,13,112,112,112,30,10
330,14,112,56,56,30,10
330,15,112,120,120,10,10
330,16,112,120,120,30,10
330,17,56,112,120,30,30
330,18,56,56,112,30,30
330,19,56,56,56,10,10
330,20,120,112,56,30,10
330,21,112,112,56,10,10
330,22,120,56,112,10,10
330,23,120,120,56,30,30
330,24,120,112,120,30,10
331,1,56,120,120,30,30
331,2,112,120,56,30,30
331,3,112,112,112,10,30
331,4,112,56,120,30,10
331,5,56,112,56,30,30
331,6,120,56,112,10,10
331,7,120,112,56,10,10
331,8,56,112,120,30,10
331,9,120,112,120,30,30
331,10,112,120,112,30,10
331,11,112,112,120,10,10
331,12,120,112,120,30,10
331,13,56,56,120,10,10
331,14,120,112,112,10,10
331,15,112,112,112,30,30
331,16,112,120,120,30,30
331,17,112,120,112,30,30
331,18,120,112,56,10,30
331,19,112,56,112,30,10
331,20,112,112,120,30,30
331,21,112,56,112,10,10
331,22,56,56,112,10,10
331,23,56,112,120,30,10
331,24,56,120,56,30,10
332,1,56,112,112,10,10
332,2,56,56,56,30,30
332,3,56,112,56,10,10
332,4,120,120,56,30,10
332,5,56,56,56,10,30
332,6,56,120,120,30,10
332,7,120,120,120,10,30
332,8,120,112,56,30,30
332,9,112,120,56,30,30
332,10,112,112,56,30,30
332,11,120,120,56,10,30
332,12,120,120,120,30,10
332,13,56,112,112,30,30
332,14,56,112,120,30,30
332,15,120,120,56,10,30
332,16,120,112,120,10,10
332,17,112,120,56,30,30
332,18,112,120,120,30,10
332,19,120,56,56,30,10
332,20,56,120,56,10,10
332,21,120,120,112,10,10
332,22,120,112,112,10,10
332,23,56,112,56,30,30
332,24,112,112,112,10,10
333,1,56,120,120,10,10
333,2,56,56,120,30,10
333,3,56,56,56,10,10
333,4,56,112,56,30,30
333,5,120,56,56,10,30
333,6,120,112,120,10,10
333,7,56,120,56,10,30
333,8,56,112,120,10,30
333,9,120,120,56,10,10
333,10,56,56,120,30,10
333,11,56,120,120,30,10
333,12,120,112,120,30,30
333,13,120,112,56,30,30
333,14,120,56,120,30,10
333,15,112,112,56,10,30
333,16,56,112,56,10,30
333,17,56,56,112,30,30
333,18,112,120,56,10,10
333,19,56,56,56,10,30
333,20,112,112,56,30,30
333,21,120,56,120,10,30
333,22,120,120,120,30,30
333,23,56,112,112,30,30
333,24,112,112,120,10,30
334,1,112,56,120,30,30
334,2,120,112,120,30,30
334,3,112,112,120,10,10
334,4,120,112,112,30,10
334,5,112,56,120,10,10
334,6,120,120,120,30,10
334,7,120,120,56,10,30
334,8,112,120,120,10,30
334,9,112,112,112,10,30
334,10,56,56,120,30,10
334,11,120,120,56,30,10
334,12,120,120,112,10,10
334,13,120,120,120,30,10
334,14,120,56,112,10,30
334,15,120,112,120,10,10
334,16,112,56,120,10,10
334,17,56,120,56,10,10
334,18,56,120,120,10,30
334,19,56,56,56,10,30
334,20,112,112,120,10,10
334,21,56,120,120,10,30
334,22,56,112,56,30,10
334,23,120,56,56,10,30
334,24,120,56,56,30,10
335,1,56,56,112,30,30
335,2,120,56,120,10,30
335,3,112,120,120,30,30
335,4,56,56,120,10,30
335,5,112,120,112,30,10
335,6,120,56,56,10,30
335,7,120,120,56,30,10
335,8,112,112,56,10,10
335,9,120,120,120,10,30
335,10,112,112,56,10,10
335,11,56,112,120,10,10
335,12,112,56,56,30,10
335,13,56,120,120,10,30
335,14,120,112,120,30,10
335,15,56,112,56,10,30
335,16,56,112,56,10,30
335,17,120,120,112,10,10
335,18,120,112,56,10,30
335,19,56,120,56,30,30
335,20,120,56,120,30,30
335,21,120,120,120,10,30
335,22,120,120,120,30,30
335,23,112,112,56,10,10
335,24,120,112,56,10,10
336,1,120,112,120,30,10
336,2,120,120,120,10,10
336,3,56,112,120,30,30
336,4,56,112,56,10,10
336,5,112,56,112,10,10
336,6,56,112,56,10,30
336,7,120,112,56,10,10
336,8,120,120,56,30,30
336,9,56,112,112,10,10
336,10,112,120,120,30,30
336,11,56,120,120,10,30
336,12,112,56,56,30,30
336,13,56,56,112,30,30
336,14,112,120,120,30,30
336,15,120,56,56,30,30
336,16,112,112,120,30,10
336,17,112,56,56,10,30
336,18,56,56,120,10,10
336,19,112,56,120,10,10
336,20,120,120,112,10,10
336,21,120,56,112,10,10
336,22,56,120,120,10,30
336,23,112,56,56,10,10
336,24,112,56,120,10,30
337,1,112,56,56,10,10
337,2,56,120,120,10,10
337,3,120,120,120,30,30
337,4,120,120,56,10,10
337,5,56,56,56,30,30
337,6,56,56,120,30,30
337,7,120,56,56,30,10
337,8,112,56,56,10,10
337,9,56,56,56,30,10
337,10,112,56,56,30,10
337,11,112,112,120,30,30
337,12,56,56,56,30,30
337,13,120,112,120,30,10
337,14,56,120,56,30,10
337,15,120,56,120,10,10
337,16,56,56,112,30,10
337,17,56,120,120,30,30
337,18,56,120,112,30,10
337,19,112,112,120,30,30
337,20,56,112,56,30,10
337,21,120,112,56,10,30
337,22,120,56,56,10,30
337,23,112,56,112,30,10
337,24,56,120,56,30,30
338,1,56,56,112,10,10
338,2,56,56,56,10,10
338,3,112,112,120,10,30
338,4,56,112,112,30,30
338,5,56,112,120,10,10
338,6,120,120,120,30,10
338,7,120,56,112,30,30
338,8,112,112,120,10,10
338,9,112,112,56,10,30
338,10,120,112,56,10,10
338,11,56,120,56,30,30
338,12,56,112,112,10,10
338,13,112,120,120,30,10
338,14,56,112,120,10,30
338,15,112,56,56,30,30
338,16,120,56,112,10,10
338,17,112,120,120,10,30
338,18,112,56,112,30,10
338,19,56,112,112,10,10
338,20,120,112,112,30,30
338,21,112,56,120,10,30
338,22,56,56,112,10,30
338,23,56,120,112,30,30
338,24,112,120,120,10,10
339,1,56,56,120,30,10
339,2,112,120,120,10,30
339,3,120,120,56,10,30
339,4,112,112,120,30,30
339,5,112,56,120,30,30
339,6,112,56,120,30,30
339,7,56,56,56,30,30
339,8,112,120,120,10,10
339,9,56,120,56,30,10
339,10,120,112,120,30,30
339,11,112,56,120,10,10
339,12,56,56,56,30,30
339,13,56,112,112,30,30
339,14,120,112,112,30,10
339,15,112,56,56,30,30
339,16,56,112,56,10,10
339,17,112,112,112,10,30
